datatype,sigma,method,projtol,zeroQ,starttime,ninputpts,npredpts,ncores,gitcommit,uuid,predinput,queryinput,projQ,oref_1,oref_2,oref_3,oref_4,oref_5,oref_6,oref_7,oref_8,oref2_1,oref2_2,oref2_3,oref2_4,oref2_5,oref2_6,oref2_7,oref2_8,nnmu,nnsigma,symruntime,runtime,parity,genseed,errmetrics,rmse,mae,Beta,KernelType,PredictMethod,KernelParameterNames,KernelParameters_1,KernelParameters_2,KernelParameters_3,KernelParameters_4,KernelParameters_5,KernelParameters_6,KernelParameters_7,KernelParameters_8
rohrer-Ni,0,avg,0.0001,0,07-Dec-2020 23:38:40,1000,1000,6,9a0720b,65e14df2,octonion,octonion,1,0.731880622688091,-0.633002328994548,-0.252294389881057,0.00251921728229307,0.0939269815816352,0.864081770618349,-0.327686339705401,0.370353990914772,0.731880622688091,-0.633002328994548,-0.252294389881057,0.00251921728229307,0.0939269815816352,0.864081770618349,-0.327686339705401,0.370353990914772,4.76032773684338,3.12549535024241,4.2543742,0.0017679,,38071,,0.0716993232314607,0.0551649404253854,NaN,<undefined>,<undefined>,,,,,,,,,
rohrer-Ni,0,gpr,0.0001,0,07-Dec-2020 23:39:15,1000,1000,6,9a0720b,eba7eef1,octonion,octonion,1,0.731880622688091,-0.633002328994548,-0.252294389881057,0.00251921728229307,0.0939269815816352,0.864081770618349,-0.327686339705401,0.370353990914772,0.731880622688091,-0.633002328994548,-0.252294389881057,0.00251921728229307,0.0939269815816352,0.864081770618349,-0.327686339705401,0.370353990914772,4.59029226640442,3.04176269764141,4.2840104,14.4398414,,73397,,0.0616537910038436,0.0446398127781138,0.0988465086531937,ARDSquaredExponential,fic,LengthScale1,LengthScale2,LengthScale3,LengthScale4,LengthScale5,LengthScale6,LengthScale7,SigmaF,0.0593423245690462,0.0452249706224366,0.0210219030591378,0.0184726417354283,0.0485931295578206,0.0312077867248043,0.76438052625388,0.0746914830903857
rohrer-Ni,0,nn,0.0001,0,07-Dec-2020 23:38:58,1000,1000,6,9a0720b,98661c9c,octonion,octonion,1,0.731880622688091,-0.633002328994548,-0.252294389881057,0.00251921728229307,0.0939269815816352,0.864081770618349,-0.327686339705401,0.370353990914772,0.731880622688091,-0.633002328994548,-0.252294389881057,0.00251921728229307,0.0939269815816352,0.864081770618349,-0.327686339705401,0.370353990914772,4.74504234729051,3.04991793916489,4.3892942,0.0220638,,2677,,0.0803178674886511,0.0556679829171577,NaN,<undefined>,<undefined>,,,,,,,,,
