datatype,sigma,method,projtol,zeroQ,starttime,ninputpts,npredpts,ncores,gitcommit,uuid,predinput,queryinput,projQ,oref_1,oref_2,oref_3,oref_4,oref_5,oref_6,oref_7,oref_8,oref2_1,oref2_2,oref2_3,oref2_4,oref2_5,oref2_6,oref2_7,oref2_8,nnmu,nnsigma,symruntime,runtime,parity,PredictMethod,KernelType,KernelParameters_1,KernelParameters_2,KernelParameterNames,Beta,genseed,errmetrics,rmse,mae
kim,0,gpr,0.0001,0,22-Dec-2020 09:26:32,3786,10000,6,886b2c5,c58c7bc8,5dof,5dof,1,0.731880622688091,-0.633002328994548,-0.252294389881057,0.00251921728229307,0.0939269815816352,0.864081770618349,-0.327686339705401,0.370353990914772,0.731880622688091,-0.633002328994548,-0.252294389881057,0.00251921728229307,0.0939269815816352,0.864081770618349,-0.327686339705401,0.370353990914772,3.5804137430386,2.21454335606976,25.0820808,10.7937306,,exact,SquaredExponential,0.0292753248007942,0.135580661605367,SigmaL,SigmaF,1.20168832914852,10,,0.0822953803954113,0.0545391772338048
