datatype,method,projtol,zeroQ,starttime,nmeshpts,ndatapts,ncores,gitcommit,uuid,predinput,queryinput,projQ,oref_1,oref_2,oref_3,oref_4,oref_5,oref_6,oref_7,oref_8,oref2_1,oref2_2,oref2_3,oref2_4,oref2_5,oref2_6,oref2_7,oref2_8,nnmu,nnsigma,symruntime,runtime,parity,PredictMethod,KernelType,KernelParameters_1,KernelParameters_2,KernelParameterNames,Beta,Sigma,genseed,errmetrics,rmse,mae
brk,gpr,0.0001,0,05-Nov-2020 13:26:42,10000,1000,12,e94b9ec,600041ca,5dof,5dof,0,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,3.99795703497298,0.986154320832688,11.869745,3.891153,,fic,SquaredExponential,0.103843530067818,0.17341791160491,SigmaL,SigmaF,1.13251079129439,0.0555387033699808,5239,,0.0575467099068747,0.0392079035588654
brk,gpr,0.0001,0,05-Nov-2020 13:25:16,10000,1000,12,e94b9ec,8b764de4,5dof,5dof,0,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,4.00862668624766,0.996522663416861,11.660116,4.433884,,fic,SquaredExponential,0.102577149152842,0.178655393157503,SigmaL,SigmaF,1.12634707496823,0.0564775326917156,17976,,0.0577364571646918,0.0401676151501592
brk,gpr,0.0001,0,05-Nov-2020 13:25:48,10000,1000,12,e94b9ec,104844a1,5dof,5dof,0,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,3.97891341087209,0.976358927402633,12.614261,4.093393,,fic,SquaredExponential,0.108414447650503,0.19217556236254,SigmaL,SigmaF,1.1217608781377,0.0575061028147014,91030,,0.057006436361164,0.0395909760510245
brk,gpr,0.0001,0,05-Nov-2020 13:26:16,10000,1000,12,e94b9ec,97ef5a62,5dof,5dof,0,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,3.98836284948607,0.983472558156657,8.557633,7.94092,,fic,SquaredExponential,0.103781543258098,0.169089924138139,SigmaL,SigmaF,1.12907643265379,0.0570307618872279,50157,,0.0518614354186346,0.0366114462049242
brk,gpr,0.0001,0,05-Nov-2020 13:26:08,10000,1000,12,e94b9ec,e0e61d8b,5dof,5dof,0,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,3.99004502495995,0.986497765406925,8.070742,7.532402,,fic,SquaredExponential,0.0998141948432864,0.168028118402053,SigmaL,SigmaF,1.12255562067922,0.0551206719801383,9314,,0.06005882447922,0.0424489550543186
brk,gpr,0.0001,0,05-Nov-2020 13:25:09,10000,1000,12,e94b9ec,6242dcbb,5dof,5dof,0,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,3.9869139104127,0.986658562279736,9.380557,7.905521,,fic,SquaredExponential,0.103881111076111,0.17502643676168,SigmaL,SigmaF,1.13934129455261,0.0537807697779777,41824,,0.058739106750848,0.0404866196532459
brk,gpr,0.0001,0,05-Nov-2020 13:26:37,10000,1000,12,e94b9ec,6df92c56,5dof,5dof,0,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,3.97744252548845,0.991592491196251,11.323226,8.931687,,fic,SquaredExponential,0.108143418486972,0.186716169938763,SigmaL,SigmaF,1.1214727768734,0.0530912986586034,3752,,0.0547200600989564,0.0383998364702882
brk,gpr,0.0001,0,05-Nov-2020 13:25:41,10000,1000,12,e94b9ec,313a29da,5dof,5dof,0,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,3.97789091810664,0.97829495816866,10.167979,7.570839,,fic,SquaredExponential,0.104029844862691,0.182115755501141,SigmaL,SigmaF,1.13637509528165,0.0575815289670594,66160,,0.0530995537468277,0.0374482269279028
brk,gpr,0.0001,0,05-Nov-2020 13:26:43,10000,1000,12,e94b9ec,3b43ec0a,5dof,5dof,0,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,3.98567009089751,0.978875466117014,8.668379,7.647571,,fic,SquaredExponential,0.101484640699972,0.174642912661265,SigmaL,SigmaF,1.12751875875664,0.0602538813449249,23497,,0.0563478582749172,0.0405030275253922
brk,gpr,0.0001,0,05-Nov-2020 13:26:15,10000,1000,12,e94b9ec,00f29298,5dof,5dof,0,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,4.00170246778322,0.989538437408751,10.333156,3.822657,,fic,SquaredExponential,0.102078329892989,0.170219355209359,SigmaL,SigmaF,1.13217160695378,0.0525252858032099,26087,,0.05825061077547,0.0398044813542223
