datatype,sigma,method,projtol,zeroQ,starttime,ninputpts,npredpts,ncores,gitcommit,uuid,predinput,queryinput,projQ,oref_1,oref_2,oref_3,oref_4,oref_5,oref_6,oref_7,oref_8,oref2_1,oref2_2,oref2_3,oref2_4,oref2_5,oref2_6,oref2_7,oref2_8,nnmu,nnsigma,symruntime,runtime,parity,PredictMethod,KernelType,KernelParameters_1,KernelParameters_2,KernelParameters_3,KernelParameters_4,KernelParameters_5,KernelParameters_6,KernelParameters_7,KernelParameters_8,KernelParameterNames,Beta,genseed,errmetrics,rmse,mae
kim,0,gpr,0.0001,0,09-Dec-2020 23:53:51,57886,10000,6,18561f5,b6562aef,5dof,5dof,1,0.731880622688091,-0.633002328994548,-0.252294389881057,0.00251921728229307,0.0939269815816352,0.864081770618349,-0.327686339705401,0.370353990914772,0.731880622688091,-0.633002328994548,-0.252294389881057,0.00251921728229307,0.0939269815816352,0.864081770618349,-0.327686339705401,0.370353990914772,1.38852125790699,1.05021195630479,91.153839,52.9653097,,fic,ARDSquaredExponential,0.0413004923987992,0.0554677136915845,0.0653039315461904,0.0605868351956794,0.0451896030543204,10.5094376865072,0.0144658247029119,0.0775718435379052,LengthScale1,LengthScale2,LengthScale3,LengthScale4,LengthScale5,LengthScale6,LengthScale7,SigmaF,1.22279823497691,10,,0.0563989345537664,0.0384175986826194
