datatype,sigma,method,projtol,zeroQ,starttime,ninputpts,npredpts,ncores,gitcommit,uuid,predinput,queryinput,projQ,oref_1,oref_2,oref_3,oref_4,oref_5,oref_6,oref_7,oref_8,oref2_1,oref2_2,oref2_3,oref2_4,oref2_5,oref2_6,oref2_7,oref2_8,nnmu,nnsigma,symruntime,runtime,parity,PredictMethod,KernelType,KernelParameters_1,KernelParameters_2,KernelParameters_3,KernelParameters_4,KernelParameters_5,KernelParameters_6,KernelParameters_7,KernelParameters_8,KernelParameterNames,Beta,genseed,errmetrics,rmse,mae
rohrer-Ni,0,gpr,0.0001,0,07-Dec-2020 18:57:23,1000,1000,6,9a0720b,d9e7c9fd,octonion,octonion,1,0.731880622688091,-0.633002328994548,-0.252294389881057,0.00251921728229307,0.0939269815816352,0.864081770618349,-0.327686339705401,0.370353990914772,0.731880622688091,-0.633002328994548,-0.252294389881057,0.00251921728229307,0.0939269815816352,0.864081770618349,-0.327686339705401,0.370353990914772,4.70759600835057,3.01706168274837,4.117571,16.4926613,,fic,ARDSquaredExponential,0.0661796247305199,0.0380526705721644,0.0118009874682247,0.0163952822486653,0.0658881974969684,0.667715278651237,1.38377647365563,0.0900058534127947,LengthScale1,LengthScale2,LengthScale3,LengthScale4,LengthScale5,LengthScale6,LengthScale7,SigmaF,0.964968501262486,79756,,0.0714905519754727,0.0493665759426457
