datatype,method,projtol,zeroQ,starttime,nmeshpts,ndatapts,ncores,gitcommit,uuid,predinput,queryinput,projQ,oref_1,oref_2,oref_3,oref_4,oref_5,oref_6,oref_7,oref_8,oref2_1,oref2_2,oref2_3,oref2_4,oref2_5,oref2_6,oref2_7,oref2_8,nnmu,nnsigma,symruntime,runtime,parity,genseed,errmetrics,rmse,mae,Beta,KernelType,L,PredictMethod,Sigma,barytol,barytype,int_fraction,inttol,nints,nnMax,nn_mae,nn_rmse,numnonints,r,KernelParameterNames,KernelParameters_1,KernelParameters_2,barypars
kim,avg,0.0001,0,26-Oct-2020 16:24:08,10000,10000,12,7f39fc1,37118d5d,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,3.65645919876528,1.30244694941825,17.046536,0.001067,,78983,,0.0853718410142251,0.0618415857588004,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
brk,avg,0.0001,0,26-Oct-2020 16:26:17,10000,10000,12,7f39fc1,a08f0584,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,3.98942614400262,0.97465536997801,18.725163,0.003374,,92968,,0.13005189577557,0.0968638620257208,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
kim,avg,0.0001,0,26-Oct-2020 16:23:31,10000,10000,12,7f39fc1,5016ae69,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,3.69116044683476,1.28039156215449,19.358421,0.000794,,65252,,0.0856683609919645,0.062767676292719,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
kim,avg,0.0001,0,26-Oct-2020 16:23:36,10000,10000,12,7f39fc1,100a8744,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,3.63314540448729,1.31248138430517,24.299067,0.00189,,61689,,0.0856188660401965,0.0618798455444414,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
kim,avg,0.0001,0,26-Oct-2020 16:29:39,10000,10000,12,7f39fc1,1833a243,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,3.65611623444291,1.30950448798327,14.202792,0.000647,,19274,,0.0834737215795404,0.0613232429204013,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
brk,avg,0.0001,0,26-Oct-2020 16:23:05,10000,10000,12,7f39fc1,9b4fa29a,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,3.99221752417319,0.989490403023521,19.262026,0.000518,,37345,,0.130154977580336,0.0969753905496894,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
brk,avg,0.0001,0,26-Oct-2020 16:23:44,10000,10000,12,7f39fc1,a95c6e6d,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,3.9633332119716,0.982174158075044,14.158764,0.000768,,65420,,0.129655100500852,0.0973147864048092,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
kim,avg,0.0001,0,26-Oct-2020 16:26:03,10000,10000,12,7f39fc1,54af5820,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,3.66942733439695,1.30991311032987,14.713066,0.001091,,21698,,0.0866223850722722,0.0621750636204414,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
kim,avg,0.0001,0,26-Oct-2020 16:21:58,10000,10000,12,7f39fc1,5f8670fe,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,3.67667037570397,1.292902228032,18.943242,0.00043,,64043,,0.0850672981672652,0.0617103811145615,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
brk,avg,0.0001,0,26-Oct-2020 16:23:35,10000,10000,12,7f39fc1,b552011e,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,4.00407553381848,0.980807200891411,22.985138,0.001362,,58321,,0.128795638152738,0.0962258947577532,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
kim,avg,0.0001,0,26-Oct-2020 16:21:27,10000,10000,12,26c0438,b68cba02,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,3.68349313304032,1.29045719299994,34.271915,0.010366,,31196,,0.0857958747088472,0.061725977372162,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
kim,avg,0.0001,0,26-Oct-2020 16:28:18,10000,10000,12,7f39fc1,9a80fcc0,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,3.66694040186026,1.29093550299137,17.139725,0.000562,,82728,,0.0845714287331746,0.0618903662488197,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
brk,avg,0.0001,0,26-Oct-2020 16:27:02,10000,10000,12,7f39fc1,b76994b4,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,3.99798708849119,0.979802052299791,20.707904,0.001393,,64907,,0.126649012542539,0.0948277385346637,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
brk,avg,0.0001,0,26-Oct-2020 16:24:50,10000,10000,12,7f39fc1,6c4d9214,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,3.97679672422271,0.988875992559361,14.299834,0.000658,,70609,,0.128652336498958,0.0965092834988591,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
brk,avg,0.0001,0,26-Oct-2020 16:26:37,10000,10000,12,7f39fc1,1fd2f9fa,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,3.99855421510058,0.986230892068465,19.949466,0.000661,,29657,,0.128006561731993,0.0952321149734483,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
brk,avg,0.0001,0,26-Oct-2020 16:29:18,10000,10000,12,7f39fc1,cc86f1a9,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,3.99854990917691,0.99594830024197,15.899845,0.000844,,55994,,0.130697994186702,0.0967914700395849,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
kim,avg,0.0001,0,26-Oct-2020 16:22:19,10000,10000,12,7f39fc1,b04139b7,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,3.66211695486566,1.29202405750284,16.488084,0.000523,,46196,,0.0827689533193404,0.0599456330044803,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
brk,avg,0.0001,0,26-Oct-2020 16:25:29,10000,10000,12,7f39fc1,4015f112,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,3.98909663847528,0.972624831556765,19.222981,0.000568,,19623,,0.12749064127755,0.0942642501765328,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
brk,avg,0.0001,0,26-Oct-2020 16:26:14,10000,10000,12,7f39fc1,5392a3d1,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,3.99895133379896,0.977269778294226,17.029666,0.003638,,84989,,0.13299928382563,0.0971114372366345,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
kim,avg,0.0001,0,26-Oct-2020 16:27:04,10000,10000,12,7f39fc1,fe4cb55c,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,3.61064202143672,1.31289261144801,13.951207,0.001032,,22370,,0.0856967140794749,0.0617196656701209,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
brk,avg,0.0001,0,26-Oct-2020 16:25:15,1000,10000,12,7f39fc1,bcbb84cd,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,6.46145219966806,1.66699083033269,8.723777,0.000808,,30520,,0.128260827036248,0.0952867893775297,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
kim,avg,0.0001,0,26-Oct-2020 16:23:01,1000,10000,12,7f39fc1,9ed1a934,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,6.28617554084726,1.8432267773202,11.600207,0.000778,,59546,,0.0857449956622705,0.0623883253563999,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
brk,avg,0.0001,0,26-Oct-2020 16:21:06,1000,10000,12,26c0438,00636caa,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,6.61337073444312,1.59203425947402,11.23083,0.002784,,31233,,0.127892426050643,0.0946883119781005,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
kim,avg,0.0001,0,26-Oct-2020 16:24:40,1000,10000,12,7f39fc1,4abc8cf6,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,6.15797945927804,1.89605250158957,8.893567,0.002425,,52773,,0.0851035837682605,0.0609184013180001,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
brk,avg,0.0001,0,26-Oct-2020 16:24:31,1000,10000,12,7f39fc1,da61a39e,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,6.54941656154673,1.60884257899575,10.881637,0.000796,,21534,,0.128787114210268,0.0983648701625491,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
kim,avg,0.0001,0,26-Oct-2020 16:24:14,1000,10000,12,7f39fc1,4edd4990,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,6.26296993320832,1.95399984565751,12.224208,0.000649,,10470,,0.0843876951886141,0.0609412100240003,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
brk,avg,0.0001,0,26-Oct-2020 16:26:03,1000,10000,12,7f39fc1,7dacdd46,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,6.51940779562617,1.59587818007292,10.583882,0.000683,,18998,,0.129131939096001,0.0960264474161639,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
brk,avg,0.0001,0,26-Oct-2020 16:23:01,1000,10000,12,7f39fc1,793bb13a,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,6.52628073935668,1.68712104648733,12.969969,0.001215,,92884,,0.13063800522774,0.0973716218768527,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
kim,avg,0.0001,0,26-Oct-2020 16:24:06,1000,10000,12,7f39fc1,ba5d5eb8,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,6.21840654886129,1.95289409795388,9.326137,0.002174,,14316,,0.0859448563152891,0.0620671006527994,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
brk,avg,0.0001,0,26-Oct-2020 16:30:42,1000,10000,12,7f39fc1,5b87ff91,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,6.51025820370673,1.67400835001906,9.708391,0.000598,,11646,,0.129747509624411,0.0958693393834942,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
brk,avg,0.0001,0,26-Oct-2020 16:28:17,1000,10000,12,7f39fc1,4f97eb81,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,6.57864657215205,1.60705223936258,11.698105,0.002797,,78723,,0.131161825855158,0.0961145909124152,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
kim,avg,0.0001,0,26-Oct-2020 16:24:09,1000,10000,12,7f39fc1,935ee450,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,6.16686619541366,1.94537866089632,12.298689,0.000707,,99873,,0.0858017430819608,0.0618517151163997,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
kim,avg,0.0001,0,26-Oct-2020 16:21:02,1000,10000,12,26c0438,c81e4f3b,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,6.38707843208313,1.83473756842443,12.931616,0.002706,,75093,,0.0863763440078479,0.0625151043660001,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
brk,avg,0.0001,0,26-Oct-2020 16:24:35,1000,10000,12,7f39fc1,1e49f7bb,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,6.45022811683934,1.61756910666605,10.910629,0.001991,,27646,,0.130273137790767,0.0956646490774879,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
brk,avg,0.0001,0,26-Oct-2020 16:33:43,1000,10000,12,7f39fc1,02502c67,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,6.49107730390584,1.68153161040954,22.566045,0.001036,,31609,,0.132721989648043,0.0971678759103848,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
brk,avg,0.0001,0,26-Oct-2020 16:25:10,1000,10000,12,7f39fc1,4b0883fd,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,6.58705362156699,1.67514472880536,10.789288,0.000813,,65910,,0.130033794027793,0.0957644923173159,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
kim,avg,0.0001,0,26-Oct-2020 16:25:28,1000,10000,12,7f39fc1,fd7d6295,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,6.1565417841377,1.93061739932525,13.619476,0.007095,,55304,,0.0858218055739627,0.0623335952980005,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
kim,avg,0.0001,0,26-Oct-2020 16:25:22,1000,10000,12,7f39fc1,a0df4994,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,6.21793665027831,1.89847064439399,10.640398,0.00059,,62192,,0.0858826642707877,0.0613864893003999,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
kim,avg,0.0001,0,26-Oct-2020 16:22:01,1000,10000,12,7f39fc1,5959d0ee,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,6.31126769342262,1.93164851523119,16.992824,0.003498,,26670,,0.0854496364264418,0.0608726489346,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
kim,avg,0.0001,0,26-Oct-2020 16:30:35,100,10000,12,7f39fc1,5c880448,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,10.471803903423,3.22292220068425,7.721605,0.000736,,33747,,0.0857872374315226,0.0631483023120002,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
kim,avg,0.0001,0,26-Oct-2020 16:22:00,100,10000,12,7f39fc1,bc9cbb3a,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,9.9066350240242,3.13457290718185,15.2703,0.003207,,52452,,0.0870939453331665,0.0607214980280001,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
brk,avg,0.0001,0,26-Oct-2020 16:23:55,100,10000,12,7f39fc1,682654b6,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,10.5253756798304,2.95105062588319,9.528078,0.001817,,74574,,0.13245026025506,0.0965923215139063,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
kim,avg,0.0001,0,26-Oct-2020 16:31:18,100,10000,12,7f39fc1,82b1e8c8,5dof,5dof,1,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,0.731880622688091,0.633002328994548,0.252294389881057,-0.00251921728229307,0.0939269815816352,-0.864081770618349,0.327686339705401,-0.370353990914772,10.799823822915,2.83888632520067,9.675483,0.002454,,2199,,0.0871477627546891,0.0643249739700003,NaN,<undefined>,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,
