brkQ,method,projtol,zeroQ,starttime,nmeshpts,ndatapts,ncores,gitcommit,uuid,predinput,queryinput,projQ,runtime,parity,genseed,errmetrics,rmse,mae,PredictMethod,barytol,int_fraction,inttol,nints,nnMax,nn_mae,nn_rmse,numnonints,barytype,barypars
1,avg,0.0001,0,10/15/2020 16:36,100,10000,12,ff65e3f,b70aa85f,5dof,5dof,1,0.001797,,1129587697,,0.129659556,0.09633427,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:43,100,10000,12,ff65e3f,e127e0f6,5dof,5dof,1,0.000796,,1129632045,,0.129659556,0.09633427,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:35,100,10000,12,ff65e3f,46ed47ff,5dof,5dof,1,0.003092,,1129585238,,0.130396119,0.099105175,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:39,100,10000,12,ff65e3f,64d8b545,5dof,5dof,1,0.00165,,1129607762,,0.129659556,0.09633427,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:36,100,10000,12,ff65e3f,74ec0144,5dof,5dof,1,0.004399,,1129587765,,0.129659556,0.09633427,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:43,100,10000,12,ff65e3f,a02c2b23,5dof,5dof,1,0.003022,,1129630559,,0.129659556,0.09633427,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:36,100,10000,12,ff65e3f,62ed821d,5dof,5dof,1,0.001708,,1129590796,,0.129659556,0.09633427,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:39,100,10000,12,ff65e3f,609d39aa,5dof,5dof,1,0.000839,,1129606894,,0.129659556,0.09633427,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:40,100,10000,12,ff65e3f,e872b6da,5dof,5dof,1,0.000807,,1129611323,,0.129659556,0.09633427,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:35,100,10000,12,ff65e3f,5bb190a9,5dof,5dof,1,0.014553,,1129584628,,0.130396119,0.099105175,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:37,20000,10000,12,ff65e3f,5e2d75d5,5dof,5dof,1,0.002582,,1129594874,,0.129708006,0.09647537,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:42,20000,10000,12,ff65e3f,f8842794,5dof,5dof,1,0.000949,,1129622036,,0.129708006,0.09647537,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:40,20000,10000,12,ff65e3f,e013d75c,5dof,5dof,1,0.001848,,1129610031,,0.129708006,0.09647537,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:39,20000,10000,12,ff65e3f,aa9a35af,5dof,5dof,1,0.00069,,1129604455,,0.129708006,0.09647537,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:42,20000,10000,12,ff65e3f,937b81ba,5dof,5dof,1,0.00227,,1129620691,,0.129708006,0.09647537,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:45,20000,10000,12,ff65e3f,da23b280,5dof,5dof,1,0.000969,,1129637676,,0.129708006,0.09647537,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:46,20000,10000,12,ff65e3f,683a8e4f,5dof,5dof,1,0.000817,,1129644421,,0.129708006,0.09647537,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:36,20000,10000,12,ff65e3f,a4d241bf,5dof,5dof,1,0.007841,,1129586872,,0.130747666,0.097740272,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:40,20000,10000,12,ff65e3f,a47a303d,5dof,5dof,1,0.000532,,1129613096,,0.129708006,0.09647537,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:43,20000,10000,12,ff65e3f,b6d0f6ed,5dof,5dof,1,0.001558,,1129626394,,0.129708006,0.09647537,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:39,388,10000,12,ff65e3f,0e3bb722,5dof,5dof,1,0.001214,,1129608057,,0.128442313,0.095234505,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:40,388,10000,12,ff65e3f,68dc4d77,5dof,5dof,1,0.001882,,1129611817,,0.128442313,0.095234505,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:40,388,10000,12,ff65e3f,aaba942e,5dof,5dof,1,0.001537,,1129610853,,0.128442313,0.095234505,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:39,388,10000,12,ff65e3f,53325f35,5dof,5dof,1,0.004298,,1129605276,,0.128442313,0.095234505,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:41,388,10000,12,ff65e3f,471fa2cb,5dof,5dof,1,0.00101,,1129619385,,0.128442313,0.095234505,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:41,388,10000,12,ff65e3f,6479834,5dof,5dof,1,0.001903,,1129620912,,0.128442313,0.095234505,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:40,388,10000,12,ff65e3f,3463508f,5dof,5dof,1,0.00075,,1129610771,,0.128442313,0.095234505,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:36,388,10000,12,ff65e3f,451fb521,5dof,5dof,1,0.002866,,1129590341,,0.128442313,0.095234505,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:36,388,10000,12,ff65e3f,57646c40,5dof,5dof,1,0.002091,,1129588481,,0.128442313,0.095234505,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:36,388,10000,12,ff65e3f,7eb4f94f,5dof,5dof,1,0.004954,,1129587960,,0.128442313,0.095234505,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:38,50000,10000,12,ff65e3f,cd32eb02,5dof,5dof,1,0.002828,,1129592793,,0.129705333,0.096878837,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:40,50000,10000,12,ff65e3f,b02b60a2,5dof,5dof,1,0.003446,,1129606074,,0.129705333,0.096878837,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:42,50000,10000,12,ff65e3f,37246b98,5dof,5dof,1,0.003601,,1129619546,,0.129705333,0.096878837,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:42,50000,10000,12,ff65e3f,54c4c464,5dof,5dof,1,0.001014,,1129617453,,0.129705333,0.096878837,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:45,50000,10000,12,ff65e3f,7832cb75,5dof,5dof,1,0.000832,,1129634597,,0.129705333,0.096878837,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:38,50000,10000,12,ff65e3f,a48cadde,5dof,5dof,1,0.003732,,1129594626,,0.129705333,0.096878837,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:38,50000,10000,12,ff65e3f,27a20d0f,5dof,5dof,1,0.0116,,1129591484,,0.129705333,0.096878837,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:37,50000,10000,12,ff65e3f,41e1fe36,5dof,5dof,1,0.001598,,1129590243,,0.129705333,0.096878837,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:41,50000,10000,12,ff65e3f,84dbc9cf,5dof,5dof,1,0.00067,,1129613772,,0.129705333,0.096878837,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:42,50000,10000,12,ff65e3f,d0919e18,5dof,5dof,1,0.00096,,1129619815,,0.129705333,0.096878837,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:38,5000,10000,12,ff65e3f,6dae1bae,5dof,5dof,1,0.000758,,1129602532,,0.128614863,0.096801082,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:43,5000,10000,12,ff65e3f,21cea24f,5dof,5dof,1,0.003051,,1129631803,,0.128614863,0.096801082,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:39,5000,10000,12,ff65e3f,0873fe2d,5dof,5dof,1,0.000588,,1129605230,,0.128614863,0.096801082,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:36,5000,10000,12,ff65e3f,458fdd8f,5dof,5dof,1,0.004036,,1129584567,,0.129102656,0.0965126,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:44,5000,10000,12,ff65e3f,c86f5cec,5dof,5dof,1,0.000833,,1129633290,,0.128614863,0.096801082,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:41,5000,10000,12,ff65e3f,73b569d1,5dof,5dof,1,0.000666,,1129618194,,0.128614863,0.096801082,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:38,5000,10000,12,ff65e3f,4236b751,5dof,5dof,1,0.001146,,1129600359,,0.128614863,0.096801082,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:39,5000,10000,12,ff65e3f,5034c5b2,5dof,5dof,1,0.000613,,1129608777,,0.128614863,0.096801082,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:36,5000,10000,12,ff65e3f,622ce76f,5dof,5dof,1,0.001354,,1129590067,,0.128614863,0.096801082,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:38,5000,10000,12,ff65e3f,5f2af04c,5dof,5dof,1,0.000898,,1129600367,,0.128614863,0.096801082,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:35,500,10000,12,ff65e3f,853d48b5,5dof,5dof,1,0.003242,,1129585388,,0.129942945,0.095321546,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:36,500,10000,12,ff65e3f,f4f61549,5dof,5dof,1,0.006417,,1129591012,,0.127920383,0.096011407,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:36,500,10000,12,ff65e3f,2002fa4c,5dof,5dof,1,0.004813,,1129587724,,0.129942945,0.095321546,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:39,500,10000,12,ff65e3f,21257c7f,5dof,5dof,1,0.0014,,1129607953,,0.127920383,0.096011407,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:35,500,10000,12,ff65e3f,341e50d8,5dof,5dof,1,0.002965,,1129585554,,0.129942945,0.095321546,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:37,500,10000,12,ff65e3f,bd71af5a,5dof,5dof,1,0.002854,,1129594674,,0.127920383,0.096011407,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:41,500,10000,12,ff65e3f,e0464824,5dof,5dof,1,0.00103,,1129620310,,0.127920383,0.096011407,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:37,500,10000,12,ff65e3f,d37d91b8,5dof,5dof,1,0.003712,,1129591229,,0.127920383,0.096011407,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:39,500,10000,12,ff65e3f,16e2ddc2,5dof,5dof,1,0.000699,,1129605032,,0.127920383,0.096011407,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,avg,0.0001,0,10/15/2020 16:38,500,10000,12,ff65e3f,aa73db95,5dof,5dof,1,0.00281,,1129602761,,0.127920383,0.096011407,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:36,10000,10000,12,ff65e3f,bf7ef940,5dof,5dof,0,8.967692,,1129587842,,0.055646291,0.038888995,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:37,10000,10000,12,ff65e3f,3d4cd1ab,5dof,5dof,0,8.248362,,1129593606,,0.055592235,0.038911995,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:42,10000,10000,12,ff65e3f,e98f1008,5dof,5dof,0,9.740913,,1129623231,,0.056119001,0.039492757,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:37,10000,10000,12,ff65e3f,3f0a1ab4,5dof,5dof,0,8.014316,,1129595473,,0.056108132,0.039325715,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:36,10000,10000,12,ff65e3f,52cc2955,5dof,5dof,0,8.864829,,1129586251,,0.055638178,0.038947586,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:48,10000,10000,12,ff65e3f,ac45cdae,5dof,5dof,0,8.216955,,1129660320,,0.056401866,0.039689749,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:50,10000,10000,12,ff65e3f,f14db31e,5dof,5dof,0,23.925583,,1129672156,,0.056183223,0.039503452,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:38,10000,10000,12,ff65e3f,a1efce12,5dof,5dof,0,7.474925,,1129599412,,0.05605744,0.039358379,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:44,10000,10000,12,ff65e3f,16c44269,5dof,5dof,0,22.135153,,1129638811,,0.056169944,0.039021919,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:37,10000,10000,12,ff65e3f,cbaf7294,5dof,5dof,0,7.733143,,1129591536,,0.056225407,0.03948813,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:39,1000,10000,12,ff65e3f,ae11991f,5dof,5dof,0,1.402494,,1129604485,,0.069985808,0.050072679,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:36,1000,10000,12,ff65e3f,75e9ff71,5dof,5dof,0,1.311053,,1129591175,,0.069828131,0.049584443,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:36,1000,10000,12,ff65e3f,1dabfe2e,5dof,5dof,0,2.065158,,1129589138,,0.068931898,0.048474445,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:39,1000,10000,12,ff65e3f,2a4c5b7a,5dof,5dof,0,1.704522,,1129605809,,0.07087551,0.050119426,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:39,1000,10000,12,ff65e3f,ba92e5a9,5dof,5dof,0,1.268569,,1129606244,,0.070539003,0.050272331,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:39,1000,10000,12,ff65e3f,4cf3ecf2,5dof,5dof,0,1.314147,,1129607398,,0.071789089,0.051186478,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:37,1000,10000,12,ff65e3f,f24acdc6,5dof,5dof,0,1.451288,,1129595388,,0.06982068,0.049712053,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:37,1000,10000,12,ff65e3f,0e5a00ff,5dof,5dof,0,2.46583,,1129594252,,0.069071043,0.049004377,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:37,1000,10000,12,ff65e3f,95cf1c6d,5dof,5dof,0,1.331193,,1129597571,,0.06903943,0.04940103,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:38,1000,10000,12,ff65e3f,0ca0470c,5dof,5dof,0,1.47377,,1129600635,,0.070234844,0.050452544,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:39,100,10000,12,ff65e3f,6d416865,5dof,5dof,0,0.226104,,1129604109,,0.1140414,0.083766711,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:36,100,10000,12,ff65e3f,da6979ca,5dof,5dof,0,0.790474,,1129589138,,0.116724738,0.086732509,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:36,100,10000,12,ff65e3f,7c84d978,5dof,5dof,0,0.155116,,1129588065,,0.11584319,0.084117617,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:39,100,10000,12,ff65e3f,7045d50a,5dof,5dof,0,0.073663,,1129609818,,0.115113126,0.082483409,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:37,100,10000,12,ff65e3f,4fc46e87,5dof,5dof,0,0.114183,,1129592671,,0.112409793,0.081425137,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:39,100,10000,12,ff65e3f,2aa21845,5dof,5dof,0,0.192269,,1129604736,,0.114168458,0.083728756,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:38,100,10000,12,ff65e3f,4ceaa4dd,5dof,5dof,0,0.123696,,1129602126,,0.114327548,0.084015495,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:35,100,10000,12,ff65e3f,69ffb92c,5dof,5dof,0,0.856067,,1129585604,,0.116268089,0.08793924,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:36,100,10000,12,ff65e3f,8d4910e1,5dof,5dof,0,0.127279,,1129587915,,0.115420865,0.084002687,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:39,100,10000,12,ff65e3f,1fda8003,5dof,5dof,0,0.073654,,1129608947,,0.113871522,0.083436019,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:42,20000,10000,12,ff65e3f,921a21e1,5dof,5dof,0,114.991806,,1129619833,,0.055881594,0.038608053,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:40,20000,10000,12,ff65e3f,770df959,5dof,5dof,0,23.82643,,1129608114,,0.056310027,0.039030541,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:44,20000,10000,12,ff65e3f,1f592687,5dof,5dof,0,26.674606,,1129634094,,0.055960765,0.038819461,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:40,20000,10000,12,ff65e3f,167e3500,5dof,5dof,0,95.109539,,1129608111,,0.056250733,0.039061263,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:40,20000,10000,12,ff65e3f,4ecb2b52,5dof,5dof,0,102.461794,,1129611464,,0.05610256,0.038856712,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:41,20000,10000,12,ff65e3f,e756997e,5dof,5dof,0,32.266183,,1129617669,,0.056171654,0.039109163,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:43,20000,10000,12,ff65e3f,b789d54f,5dof,5dof,0,117.63149,,1129623473,,0.05619211,0.038967582,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:43,20000,10000,12,ff65e3f,8d229b96,5dof,5dof,0,117.522822,,1129623473,,0.05619211,0.038967582,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:37,20000,10000,12,ff65e3f,66aa0bd0,5dof,5dof,0,31.475339,,1129588027,,0.055759357,0.038617316,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,gpr,0.0001,0,10/15/2020 16:39,20000,10000,12,ff65e3f,e41534f0,5dof,5dof,0,29.579062,,1129602905,,0.055683137,0.038659667,exact,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
