ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc 
c     Calculated grain boundary energies of bcc Fe for 
c     intentionally selected 2,366 special boundaries 
c
c Ref: H.-K. Kim et al., Scripta Mater 64 (2011) 1152-1155
c
c Misorientation: three Euler angles (phi1,phi,phi2)
c                 see Fig. 1 in the paper
c Inclination   : polar (0~90) and azimuth (-180~180) angles
c                 upper half-sphere in Fig. 1 (see Fig. 4) 
c                 is considered, with +z direction polar 
c                 angle zero and +x direction (90,0) 
c GBE           : Gran boundary energy (mJ/m2)
ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc
c
 Sigma   ph1     ph      ph2        polar           azimuth          GBE
  13b   18.43   76.66   71.57    0.698633e+02   -0.162670e+02    0.133665e+04
  13b   18.43   76.66   71.57    0.824439e+02    0.172377e+03    0.133074e+04
  13b   18.43   76.66   71.57    0.698633e+02    0.163733e+03    0.132624e+04
  13b   18.43   76.66   71.57    0.824439e+02   -0.558123e+02    0.128685e+04
  13b   18.43   76.66   71.57    0.824439e+02    0.124188e+03    0.119778e+04
  13b   18.43   76.66   71.57    0.648158e+02   -0.317175e+02    0.130901e+04
  13b   18.43   76.66   71.57    0.698633e+02   -0.471679e+02    0.122902e+04
  13b   18.43   76.66   71.57    0.648158e+02    0.148283e+03    0.133398e+04
  13b   18.43   76.66   71.57    0.698633e+02    0.132832e+03    0.124682e+04
  13b   18.43   76.66   71.57    0.349134e+02    0.767175e+02    0.119778e+04
  13b   18.43   76.66   71.57    0.349134e+02    0.103283e+03    0.128685e+04
  13b   18.43   76.66   71.57    0.824439e+02    0.823774e+02    0.133074e+04
  13b   18.43   76.66   71.57    0.747523e+02    0.690948e+02    0.132568e+04
  13b   18.43   76.66   71.57    0.824439e+02    0.976226e+02    0.134777e+04
  13b   18.43   76.66   71.57    0.747523e+02    0.110905e+03    0.133672e+04
  13b   18.43   76.66   71.57    0.464867e+02    0.616600e+02    0.124583e+04
  13b   18.43   76.66   71.57    0.615913e+02    0.610668e+02    0.133398e+04
  13b   18.43   76.66   71.57    0.464867e+02    0.118340e+03    0.122902e+04
  13b   18.43   76.66   71.57    0.615913e+02    0.118933e+03    0.130901e+04
  13b   18.43   76.66   71.57    0.349134e+02   -0.103283e+03    0.125054e+04
  13b   18.43   76.66   71.57    0.349134e+02   -0.767175e+02    0.129353e+04
  13b   18.43   76.66   71.57    0.824439e+02   -0.976226e+02    0.130035e+04
  13b   18.43   76.66   71.57    0.747523e+02   -0.110905e+03    0.122501e+04
  13b   18.43   76.66   71.57    0.824439e+02   -0.823774e+02    0.122916e+04
  13b   18.43   76.66   71.57    0.747523e+02   -0.690948e+02    0.118899e+04
  13b   18.43   76.66   71.57    0.464867e+02   -0.118340e+03    0.120770e+04
  13b   18.43   76.66   71.57    0.615913e+02   -0.118933e+03    0.122944e+04
  13b   18.43   76.66   71.57    0.464867e+02   -0.616600e+02    0.119103e+04
  13b   18.43   76.66   71.57    0.615913e+02   -0.610668e+02    0.128502e+04
  13b   18.43   76.66   71.57    0.317175e+02    0.000000e+00    0.128980e+04
  13b   18.43   76.66   71.57    0.317175e+02    0.180000e+03    0.125885e+04
  13b   18.43   76.66   71.57    0.900000e+02    0.317175e+02    0.125885e+04
  13b   18.43   76.66   71.57    0.900000e+02   -0.317175e+02    0.128980e+04
  13b   18.43   76.66   71.57    0.582825e+02    0.900000e+02    0.128980e+04
  13b   18.43   76.66   71.57    0.582825e+02   -0.900000e+02    0.125885e+04
  13b   18.43   76.66   71.57    0.209052e+02    0.900000e+02    0.129374e+04
  13b   18.43   76.66   71.57    0.209052e+02   -0.900000e+02    0.128312e+04
  13b   18.43   76.66   71.57    0.690948e+02    0.000000e+00    0.129402e+04
  13b   18.43   76.66   71.57    0.690948e+02    0.180000e+03    0.129297e+04
  13b   18.43   76.66   71.57    0.900000e+02    0.690948e+02    0.128312e+04
  13b   18.43   76.66   71.57    0.900000e+02   -0.690948e+02    0.129374e+04
  13b   18.43   76.66   71.57    0.547356e+02    0.450000e+02    0.123049e+04
  13b   18.43   76.66   71.57    0.547356e+02   -0.135000e+03    0.131491e+04
  13b   18.43   76.66   71.57    0.547356e+02   -0.450000e+02    0.123049e+04
  13b   18.43   76.66   71.57    0.547356e+02    0.135000e+03    0.123049e+04
  13b   18.43   76.66   71.57    0.100000e-05    0.000000e+00    0.116331e+04
  13b   18.43   76.66   71.57    0.900000e+02    0.000000e+00    0.116331e+04
  13b   18.43   76.66   71.57    0.900000e+02    0.900000e+02    0.116331e+04
  13b   18.43   76.66   71.57    0.360000e+02    0.582825e+02    0.107368e+04
  13b   18.43   76.66   71.57    0.360000e+02   -0.121717e+03    0.125258e+04
  13b   18.43   76.66   71.57    0.360000e+02   -0.582825e+02    0.125751e+04
  13b   18.43   76.66   71.57    0.360000e+02    0.121717e+03    0.127854e+04
  13b   18.43   76.66   71.57    0.600000e+02    0.209052e+02    0.127854e+04
  13b   18.43   76.66   71.57    0.600000e+02   -0.159095e+03    0.125258e+04
  13b   18.43   76.66   71.57    0.600000e+02   -0.209052e+02    0.107368e+04
  13b   18.43   76.66   71.57    0.600000e+02    0.159095e+03    0.125751e+04
  13b   18.43   76.66   71.57    0.720000e+02    0.582825e+02    0.125751e+04
  13b   18.43   76.66   71.57    0.720000e+02   -0.121717e+03    0.125258e+04
  13b   18.43   76.66   71.57    0.720000e+02   -0.582825e+02    0.127854e+04
  13b   18.43   76.66   71.57    0.720000e+02    0.121717e+03    0.107368e+04
  15    19.65   82.33   42.27    0.107173e+02    0.450000e+02    0.127003e+04
  15    19.65   82.33   42.27    0.256722e+02    0.526226e+02    0.126229e+04
  15    19.65   82.33   42.27    0.107173e+02   -0.450000e+02    0.127995e+04
  15    19.65   82.33   42.27    0.256722e+02   -0.526226e+02    0.127116e+04
  15    19.65   82.33   42.27    0.561496e+02    0.911025e+01    0.133102e+04
  15    19.65   82.33   42.27    0.561496e+02   -0.911025e+01    0.127017e+04
  15    19.65   82.33   42.27    0.396648e+02    0.418103e+02    0.122620e+04
  15    19.65   82.33   42.27    0.503352e+02    0.265651e+02    0.130950e+04
  15    19.65   82.33   42.27    0.396648e+02   -0.418103e+02    0.121319e+04
  15    19.65   82.33   42.27    0.503352e+02   -0.265651e+02    0.124780e+04
  15    19.65   82.33   42.27    0.107173e+02   -0.135000e+03    0.132005e+04
  15    19.65   82.33   42.27    0.256722e+02   -0.127377e+03    0.138555e+04
  15    19.65   82.33   42.27    0.107173e+02    0.135000e+03    0.128269e+04
  15    19.65   82.33   42.27    0.256722e+02    0.127377e+03    0.120207e+04
  15    19.65   82.33   42.27    0.561496e+02   -0.170890e+03    0.130633e+04
  15    19.65   82.33   42.27    0.561496e+02    0.170890e+03    0.128051e+04
  15    19.65   82.33   42.27    0.396648e+02   -0.138190e+03    0.137436e+04
  15    19.65   82.33   42.27    0.503352e+02   -0.153435e+03    0.130373e+04
  15    19.65   82.33   42.27    0.396648e+02    0.138190e+03    0.116655e+04
  15    19.65   82.33   42.27    0.503352e+02    0.153435e+03    0.125730e+04
  15    19.65   82.33   42.27    0.824439e+02    0.762263e+01    0.125863e+04
  15    19.65   82.33   42.27    0.698633e+02    0.162670e+02    0.125125e+04
  15    19.65   82.33   42.27    0.824439e+02   -0.172377e+03    0.120116e+04
  15    19.65   82.33   42.27    0.698633e+02   -0.163733e+03    0.125413e+04
  15    19.65   82.33   42.27    0.824439e+02    0.558123e+02    0.129585e+04
  15    19.65   82.33   42.27    0.824439e+02   -0.124188e+03    0.127102e+04
  15    19.65   82.33   42.27    0.648158e+02    0.317175e+02    0.125962e+04
  15    19.65   82.33   42.27    0.698633e+02    0.471679e+02    0.123268e+04
  15    19.65   82.33   42.27    0.648158e+02   -0.148283e+03    0.132202e+04
  15    19.65   82.33   42.27    0.698633e+02   -0.132832e+03    0.134889e+04
  15    19.65   82.33   42.27    0.824439e+02   -0.762263e+01    0.125878e+04
  15    19.65   82.33   42.27    0.698633e+02   -0.162670e+02    0.121347e+04
  15    19.65   82.33   42.27    0.824439e+02    0.172377e+03    0.131175e+04
  15    19.65   82.33   42.27    0.698633e+02    0.163733e+03    0.130415e+04
  15    19.65   82.33   42.27    0.824439e+02   -0.558123e+02    0.125061e+04
  15    19.65   82.33   42.27    0.824439e+02    0.124188e+03    0.122508e+04
  15    19.65   82.33   42.27    0.648158e+02   -0.317175e+02    0.122170e+04
  15    19.65   82.33   42.27    0.698633e+02   -0.471679e+02    0.123964e+04
  15    19.65   82.33   42.27    0.648158e+02    0.148283e+03    0.130781e+04
  15    19.65   82.33   42.27    0.698633e+02    0.132832e+03    0.125104e+04
  15    19.65   82.33   42.27    0.349134e+02    0.767175e+02    0.128438e+04
  15    19.65   82.33   42.27    0.349134e+02    0.103283e+03    0.129719e+04
  15    19.65   82.33   42.27    0.824439e+02    0.823774e+02    0.137528e+04
  15    19.65   82.33   42.27    0.747523e+02    0.690948e+02    0.132188e+04
  15    19.65   82.33   42.27    0.824439e+02    0.976226e+02    0.129550e+04
  15    19.65   82.33   42.27    0.747523e+02    0.110905e+03    0.117837e+04
  15    19.65   82.33   42.27    0.464867e+02    0.616600e+02    0.122655e+04
  15    19.65   82.33   42.27    0.615913e+02    0.610668e+02    0.128382e+04
  15    19.65   82.33   42.27    0.464867e+02    0.118340e+03    0.130253e+04
  15    19.65   82.33   42.27    0.615913e+02    0.118933e+03    0.126891e+04
  15    19.65   82.33   42.27    0.349134e+02   -0.103283e+03    0.131717e+04
  15    19.65   82.33   42.27    0.349134e+02   -0.767175e+02    0.132118e+04
  15    19.65   82.33   42.27    0.824439e+02   -0.976226e+02    0.135044e+04
  15    19.65   82.33   42.27    0.747523e+02   -0.110905e+03    0.134615e+04
  15    19.65   82.33   42.27    0.824439e+02   -0.823774e+02    0.132694e+04
  15    19.65   82.33   42.27    0.747523e+02   -0.690948e+02    0.132244e+04
  15    19.65   82.33   42.27    0.464867e+02   -0.118340e+03    0.133940e+04
  15    19.65   82.33   42.27    0.615913e+02   -0.118933e+03    0.134664e+04
  15    19.65   82.33   42.27    0.464867e+02   -0.616600e+02    0.124780e+04
  15    19.65   82.33   42.27    0.615913e+02   -0.610668e+02    0.129198e+04
  15    19.65   82.33   42.27    0.317175e+02    0.000000e+00    0.127657e+04
  15    19.65   82.33   42.27    0.317175e+02    0.180000e+03    0.127868e+04
  15    19.65   82.33   42.27    0.900000e+02    0.317175e+02    0.128579e+04
  15    19.65   82.33   42.27    0.900000e+02   -0.317175e+02    0.128797e+04
  15    19.65   82.33   42.27    0.582825e+02    0.900000e+02    0.131302e+04
  15    19.65   82.33   42.27    0.582825e+02   -0.900000e+02    0.131105e+04
  15    19.65   82.33   42.27    0.209052e+02    0.900000e+02    0.114319e+04
  15    19.65   82.33   42.27    0.209052e+02   -0.900000e+02    0.129902e+04
  15    19.65   82.33   42.27    0.690948e+02    0.000000e+00    0.125849e+04
  15    19.65   82.33   42.27    0.690948e+02    0.180000e+03    0.126884e+04
  15    19.65   82.33   42.27    0.900000e+02    0.690948e+02    0.133194e+04
  15    19.65   82.33   42.27    0.900000e+02   -0.690948e+02    0.126447e+04
  15    19.65   82.33   42.27    0.547356e+02    0.450000e+02    0.114446e+04
  15    19.65   82.33   42.27    0.547356e+02   -0.135000e+03    0.113566e+04
  15    19.65   82.33   42.27    0.547356e+02   -0.450000e+02    0.124217e+04
  15    19.65   82.33   42.27    0.547356e+02    0.135000e+03    0.112462e+04
  15    19.65   82.33   42.27    0.100000e-05    0.000000e+00    0.119272e+04
  15    19.65   82.33   42.27    0.900000e+02    0.000000e+00    0.113615e+04
  15    19.65   82.33   42.27    0.900000e+02    0.900000e+02    0.116971e+04
  15    19.65   82.33   42.27    0.360000e+02    0.582825e+02    0.123366e+04
  15    19.65   82.33   42.27    0.360000e+02   -0.121717e+03    0.137401e+04
  15    19.65   82.33   42.27    0.360000e+02   -0.582825e+02    0.133567e+04
  15    19.65   82.33   42.27    0.360000e+02    0.121717e+03    0.125111e+04
  15    19.65   82.33   42.27    0.600000e+02    0.209052e+02    0.132181e+04
  15    19.65   82.33   42.27    0.600000e+02   -0.159095e+03    0.130535e+04
  15    19.65   82.33   42.27    0.600000e+02   -0.209052e+02    0.125040e+04
  15    19.65   82.33   42.27    0.600000e+02    0.159095e+03    0.130141e+04
  15    19.65   82.33   42.27    0.720000e+02    0.582825e+02    0.128917e+04
  15    19.65   82.33   42.27    0.720000e+02   -0.121717e+03    0.132673e+04
  15    19.65   82.33   42.27    0.720000e+02   -0.582825e+02    0.120320e+04
  15    19.65   82.33   42.27    0.720000e+02    0.121717e+03    0.120531e+04
  17a    0.00    0.00   28.07    0.107173e+02    0.450000e+02    0.122895e+04
  17a    0.00    0.00   28.07    0.256722e+02    0.526226e+02    0.121811e+04
  17a    0.00    0.00   28.07    0.107173e+02   -0.450000e+02    0.122895e+04
  17a    0.00    0.00   28.07    0.256722e+02   -0.526226e+02    0.123028e+04
  17a    0.00    0.00   28.07    0.561496e+02    0.911025e+01    0.127270e+04
  17a    0.00    0.00   28.07    0.561496e+02   -0.911025e+01    0.132687e+04
  17a    0.00    0.00   28.07    0.396648e+02    0.418103e+02    0.132434e+04
  17a    0.00    0.00   28.07    0.503352e+02    0.265651e+02    0.128523e+04
  17a    0.00    0.00   28.07    0.396648e+02   -0.418103e+02    0.132533e+04
  17a    0.00    0.00   28.07    0.503352e+02   -0.265651e+02    0.131055e+04
  17a    0.00    0.00   28.07    0.107173e+02   -0.135000e+03    0.122895e+04
  17a    0.00    0.00   28.07    0.256722e+02   -0.127377e+03    0.121811e+04
  17a    0.00    0.00   28.07    0.107173e+02    0.135000e+03    0.122895e+04
  17a    0.00    0.00   28.07    0.256722e+02    0.127377e+03    0.123028e+04
  17a    0.00    0.00   28.07    0.561496e+02   -0.170890e+03    0.127270e+04
  17a    0.00    0.00   28.07    0.561496e+02    0.170890e+03    0.132687e+04
  17a    0.00    0.00   28.07    0.396648e+02   -0.138190e+03    0.132434e+04
  17a    0.00    0.00   28.07    0.503352e+02   -0.153435e+03    0.128523e+04
  17a    0.00    0.00   28.07    0.396648e+02    0.138190e+03    0.132533e+04
  17a    0.00    0.00   28.07    0.503352e+02    0.153435e+03    0.131055e+04
  17a    0.00    0.00   28.07    0.824439e+02    0.762263e+01    0.127411e+04
  17a    0.00    0.00   28.07    0.698633e+02    0.162670e+02    0.126996e+04
  17a    0.00    0.00   28.07    0.824439e+02   -0.172377e+03    0.127411e+04
  17a    0.00    0.00   28.07    0.698633e+02   -0.163733e+03    0.126996e+04
  17a    0.00    0.00   28.07    0.824439e+02    0.558123e+02    0.129606e+04
  17a    0.00    0.00   28.07    0.824439e+02   -0.124188e+03    0.129606e+04
  17a    0.00    0.00   28.07    0.648158e+02    0.317175e+02    0.128361e+04
  17a    0.00    0.00   28.07    0.698633e+02    0.471679e+02    0.127932e+04
  17a    0.00    0.00   28.07    0.648158e+02   -0.148283e+03    0.128361e+04
  17a    0.00    0.00   28.07    0.698633e+02   -0.132832e+03    0.127932e+04
  17a    0.00    0.00   28.07    0.824439e+02   -0.762263e+01    0.122691e+04
  17a    0.00    0.00   28.07    0.698633e+02   -0.162670e+02    0.125153e+04
  17a    0.00    0.00   28.07    0.824439e+02    0.172377e+03    0.122691e+04
  17a    0.00    0.00   28.07    0.698633e+02    0.163733e+03    0.125153e+04
  17a    0.00    0.00   28.07    0.824439e+02   -0.558123e+02    0.128839e+04
  17a    0.00    0.00   28.07    0.824439e+02    0.124188e+03    0.128839e+04
  17a    0.00    0.00   28.07    0.648158e+02   -0.317175e+02    0.124696e+04
  17a    0.00    0.00   28.07    0.698633e+02   -0.471679e+02    0.126067e+04
  17a    0.00    0.00   28.07    0.648158e+02    0.148283e+03    0.124696e+04
  17a    0.00    0.00   28.07    0.698633e+02    0.132832e+03    0.126067e+04
  17a    0.00    0.00   28.07    0.349134e+02    0.767175e+02    0.131133e+04
  17a    0.00    0.00   28.07    0.349134e+02    0.103283e+03    0.128284e+04
  17a    0.00    0.00   28.07    0.824439e+02    0.823774e+02    0.122691e+04
  17a    0.00    0.00   28.07    0.747523e+02    0.690948e+02    0.126229e+04
  17a    0.00    0.00   28.07    0.824439e+02    0.976226e+02    0.127411e+04
  17a    0.00    0.00   28.07    0.747523e+02    0.110905e+03    0.126961e+04
  17a    0.00    0.00   28.07    0.464867e+02    0.616600e+02    0.127897e+04
  17a    0.00    0.00   28.07    0.615913e+02    0.610668e+02    0.126827e+04
  17a    0.00    0.00   28.07    0.464867e+02    0.118340e+03    0.122923e+04
  17a    0.00    0.00   28.07    0.615913e+02    0.118933e+03    0.122592e+04
  17a    0.00    0.00   28.07    0.349134e+02   -0.103283e+03    0.131133e+04
  17a    0.00    0.00   28.07    0.349134e+02   -0.767175e+02    0.128284e+04
  17a    0.00    0.00   28.07    0.824439e+02   -0.976226e+02    0.122691e+04
  17a    0.00    0.00   28.07    0.747523e+02   -0.110905e+03    0.126229e+04
  17a    0.00    0.00   28.07    0.824439e+02   -0.823774e+02    0.127411e+04
  17a    0.00    0.00   28.07    0.747523e+02   -0.690948e+02    0.126961e+04
  17a    0.00    0.00   28.07    0.464867e+02   -0.118340e+03    0.127897e+04
  17a    0.00    0.00   28.07    0.615913e+02   -0.118933e+03    0.126827e+04
  17a    0.00    0.00   28.07    0.464867e+02   -0.616600e+02    0.122923e+04
  17a    0.00    0.00   28.07    0.615913e+02   -0.610668e+02    0.122592e+04
  17a    0.00    0.00   28.07    0.317175e+02    0.000000e+00    0.128445e+04
  17a    0.00    0.00   28.07    0.317175e+02    0.180000e+03    0.128445e+04
  17a    0.00    0.00   28.07    0.900000e+02    0.317175e+02    0.128825e+04
  17a    0.00    0.00   28.07    0.900000e+02   -0.317175e+02    0.116415e+04
  17a    0.00    0.00   28.07    0.582825e+02    0.900000e+02    0.121917e+04
  17a    0.00    0.00   28.07    0.582825e+02   -0.900000e+02    0.121917e+04
  17a    0.00    0.00   28.07    0.209052e+02    0.900000e+02    0.130626e+04
  17a    0.00    0.00   28.07    0.209052e+02   -0.900000e+02    0.130626e+04
  17a    0.00    0.00   28.07    0.690948e+02    0.000000e+00    0.125104e+04
  17a    0.00    0.00   28.07    0.690948e+02    0.180000e+03    0.125111e+04
  17a    0.00    0.00   28.07    0.900000e+02    0.690948e+02    0.116655e+04
  17a    0.00    0.00   28.07    0.900000e+02   -0.690948e+02    0.121846e+04
  17a    0.00    0.00   28.07    0.547356e+02    0.450000e+02    0.113060e+04
  17a    0.00    0.00   28.07    0.547356e+02   -0.135000e+03    0.113060e+04
  17a    0.00    0.00   28.07    0.547356e+02   -0.450000e+02    0.113060e+04
  17a    0.00    0.00   28.07    0.547356e+02    0.135000e+03    0.113060e+04
  17a    0.00    0.00   28.07    0.100000e-05    0.000000e+00    0.137056e+04
  17a    0.00    0.00   28.07    0.900000e+02    0.000000e+00    0.106792e+04
  17a    0.00    0.00   28.07    0.900000e+02    0.900000e+02    0.105940e+04
  17a    0.00    0.00   28.07    0.360000e+02    0.582825e+02    0.133335e+04
  17a    0.00    0.00   28.07    0.360000e+02   -0.121717e+03    0.133335e+04
  17a    0.00    0.00   28.07    0.360000e+02   -0.582825e+02    0.125111e+04
  17a    0.00    0.00   28.07    0.360000e+02    0.121717e+03    0.125111e+04
  17a    0.00    0.00   28.07    0.600000e+02    0.209052e+02    0.126103e+04
  17a    0.00    0.00   28.07    0.600000e+02   -0.159095e+03    0.126103e+04
  17a    0.00    0.00   28.07    0.600000e+02   -0.209052e+02    0.132969e+04
  17a    0.00    0.00   28.07    0.600000e+02    0.159095e+03    0.132969e+04
  17a    0.00    0.00   28.07    0.720000e+02    0.582825e+02    0.125878e+04
  17a    0.00    0.00   28.07    0.720000e+02   -0.121717e+03    0.125878e+04
  17a    0.00    0.00   28.07    0.720000e+02   -0.582825e+02    0.139321e+04
  17a    0.00    0.00   28.07    0.720000e+02    0.121717e+03    0.139321e+04
  17b   45.00   86.63   45.00    0.107173e+02    0.450000e+02    0.110400e+04
  17b   45.00   86.63   45.00    0.256722e+02    0.526226e+02    0.118596e+04
  17b   45.00   86.63   45.00    0.107173e+02   -0.450000e+02    0.123837e+04
  17b   45.00   86.63   45.00    0.256722e+02   -0.526226e+02    0.120742e+04
  17b   45.00   86.63   45.00    0.561496e+02    0.911025e+01    0.105377e+04
  17b   45.00   86.63   45.00    0.561496e+02   -0.911025e+01    0.101227e+04
  17b   45.00   86.63   45.00    0.396648e+02    0.418103e+02    0.113158e+04
  17b   45.00   86.63   45.00    0.503352e+02    0.265651e+02    0.117886e+04
  17b   45.00   86.63   45.00    0.396648e+02   -0.418103e+02    0.106327e+04
  17b   45.00   86.63   45.00    0.503352e+02   -0.265651e+02    0.924120e+03
  17b   45.00   86.63   45.00    0.107173e+02   -0.135000e+03    0.122508e+04
  17b   45.00   86.63   45.00    0.256722e+02   -0.127377e+03    0.120777e+04
  17b   45.00   86.63   45.00    0.107173e+02    0.135000e+03    0.123837e+04
  17b   45.00   86.63   45.00    0.256722e+02    0.127377e+03    0.118709e+04
  17b   45.00   86.63   45.00    0.561496e+02   -0.170890e+03    0.107945e+04
  17b   45.00   86.63   45.00    0.561496e+02    0.170890e+03    0.107952e+04
  17b   45.00   86.63   45.00    0.396648e+02   -0.138190e+03    0.122691e+04
  17b   45.00   86.63   45.00    0.503352e+02   -0.153435e+03    0.118350e+04
  17b   45.00   86.63   45.00    0.396648e+02    0.138190e+03    0.112609e+04
  17b   45.00   86.63   45.00    0.503352e+02    0.153435e+03    0.938049e+03
  17b   45.00   86.63   45.00    0.824439e+02    0.762263e+01    0.100369e+04
  17b   45.00   86.63   45.00    0.698633e+02    0.162670e+02    0.110914e+04
  17b   45.00   86.63   45.00    0.824439e+02   -0.172377e+03    0.103126e+04
  17b   45.00   86.63   45.00    0.698633e+02   -0.163733e+03    0.107291e+04
  17b   45.00   86.63   45.00    0.824439e+02    0.558123e+02    0.125076e+04
  17b   45.00   86.63   45.00    0.824439e+02   -0.124188e+03    0.123183e+04
  17b   45.00   86.63   45.00    0.648158e+02    0.317175e+02    0.117822e+04
  17b   45.00   86.63   45.00    0.698633e+02    0.471679e+02    0.122198e+04
  17b   45.00   86.63   45.00    0.648158e+02   -0.148283e+03    0.117696e+04
  17b   45.00   86.63   45.00    0.698633e+02   -0.132832e+03    0.118434e+04
  17b   45.00   86.63   45.00    0.824439e+02   -0.762263e+01    0.885779e+03
  17b   45.00   86.63   45.00    0.698633e+02   -0.162670e+02    0.970551e+03
  17b   45.00   86.63   45.00    0.824439e+02    0.172377e+03    0.882894e+03
  17b   45.00   86.63   45.00    0.698633e+02    0.163733e+03    0.933335e+03
  17b   45.00   86.63   45.00    0.824439e+02   -0.558123e+02    0.682819e+03
  17b   45.00   86.63   45.00    0.824439e+02    0.124188e+03    0.676557e+03
  17b   45.00   86.63   45.00    0.648158e+02   -0.317175e+02    0.772163e+03
  17b   45.00   86.63   45.00    0.698633e+02   -0.471679e+02    0.761189e+03
  17b   45.00   86.63   45.00    0.648158e+02    0.148283e+03    0.821690e+03
  17b   45.00   86.63   45.00    0.698633e+02    0.132832e+03    0.692949e+03
  17b   45.00   86.63   45.00    0.349134e+02    0.767175e+02    0.116127e+04
  17b   45.00   86.63   45.00    0.349134e+02    0.103283e+03    0.110562e+04
  17b   45.00   86.63   45.00    0.824439e+02    0.823774e+02    0.100369e+04
  17b   45.00   86.63   45.00    0.747523e+02    0.690948e+02    0.117794e+04
  17b   45.00   86.63   45.00    0.824439e+02    0.976226e+02    0.885779e+03
  17b   45.00   86.63   45.00    0.747523e+02    0.110905e+03    0.768575e+03
  17b   45.00   86.63   45.00    0.464867e+02    0.616600e+02    0.118603e+04
  17b   45.00   86.63   45.00    0.615913e+02    0.610668e+02    0.114565e+04
  17b   45.00   86.63   45.00    0.464867e+02    0.118340e+03    0.938260e+03
  17b   45.00   86.63   45.00    0.615913e+02    0.118933e+03    0.809379e+03
  17b   45.00   86.63   45.00    0.349134e+02   -0.103283e+03    0.115993e+04
  17b   45.00   86.63   45.00    0.349134e+02   -0.767175e+02    0.105497e+04
  17b   45.00   86.63   45.00    0.824439e+02   -0.976226e+02    0.103126e+04
  17b   45.00   86.63   45.00    0.747523e+02   -0.110905e+03    0.112624e+04
  17b   45.00   86.63   45.00    0.824439e+02   -0.823774e+02    0.882894e+03
  17b   45.00   86.63   45.00    0.747523e+02   -0.690948e+02    0.830906e+03
  17b   45.00   86.63   45.00    0.464867e+02   -0.118340e+03    0.116739e+04
  17b   45.00   86.63   45.00    0.615913e+02   -0.118933e+03    0.119117e+04
  17b   45.00   86.63   45.00    0.464867e+02   -0.616600e+02    0.998058e+03
  17b   45.00   86.63   45.00    0.615913e+02   -0.610668e+02    0.863830e+03
  17b   45.00   86.63   45.00    0.317175e+02    0.000000e+00    0.115832e+04
  17b   45.00   86.63   45.00    0.317175e+02    0.180000e+03    0.118181e+04
  17b   45.00   86.63   45.00    0.900000e+02    0.317175e+02    0.120003e+04
  17b   45.00   86.63   45.00    0.900000e+02   -0.317175e+02    0.704909e+03
  17b   45.00   86.63   45.00    0.582825e+02    0.900000e+02    0.100390e+04
  17b   45.00   86.63   45.00    0.582825e+02   -0.900000e+02    0.102739e+04
  17b   45.00   86.63   45.00    0.209052e+02    0.900000e+02    0.113827e+04
  17b   45.00   86.63   45.00    0.209052e+02   -0.900000e+02    0.114804e+04
  17b   45.00   86.63   45.00    0.690948e+02    0.000000e+00    0.948179e+03
  17b   45.00   86.63   45.00    0.690948e+02    0.180000e+03    0.103246e+04
  17b   45.00   86.63   45.00    0.900000e+02    0.690948e+02    0.118751e+04
  17b   45.00   86.63   45.00    0.900000e+02   -0.690948e+02    0.878111e+03
  17b   45.00   86.63   45.00    0.547356e+02    0.450000e+02    0.116268e+04
  17b   45.00   86.63   45.00    0.547356e+02   -0.135000e+03    0.118153e+04
  17b   45.00   86.63   45.00    0.547356e+02   -0.450000e+02    0.913778e+03
  17b   45.00   86.63   45.00    0.547356e+02    0.135000e+03    0.913778e+03
  17b   45.00   86.63   45.00    0.100000e-05    0.000000e+00    0.105511e+04
  17b   45.00   86.63   45.00    0.900000e+02    0.000000e+00    0.886060e+03
  17b   45.00   86.63   45.00    0.900000e+02    0.900000e+02    0.886060e+03
  17b   45.00   86.63   45.00    0.360000e+02    0.582825e+02    0.122219e+04
  17b   45.00   86.63   45.00    0.360000e+02   -0.121717e+03    0.122473e+04
  17b   45.00   86.63   45.00    0.360000e+02   -0.582825e+02    0.107910e+04
  17b   45.00   86.63   45.00    0.360000e+02    0.121717e+03    0.103992e+04
  17b   45.00   86.63   45.00    0.600000e+02    0.209052e+02    0.114734e+04
  17b   45.00   86.63   45.00    0.600000e+02   -0.159095e+03    0.113869e+04
  17b   45.00   86.63   45.00    0.600000e+02   -0.209052e+02    0.107678e+04
  17b   45.00   86.63   45.00    0.600000e+02    0.159095e+03    0.103070e+04
  17b   45.00   86.63   45.00    0.720000e+02    0.582825e+02    0.118878e+04
  17b   45.00   86.63   45.00    0.720000e+02   -0.121717e+03    0.114537e+04
  17b   45.00   86.63   45.00    0.720000e+02   -0.582825e+02    0.800022e+03
  17b   45.00   86.63   45.00    0.720000e+02    0.121717e+03    0.822675e+03
  19a   80.54   18.68   80.54    0.107173e+02    0.450000e+02    0.100910e+04
  19a   80.54   18.68   80.54    0.256722e+02    0.526226e+02    0.877337e+03
  19a   80.54   18.68   80.54    0.107173e+02   -0.450000e+02    0.113264e+04
  19a   80.54   18.68   80.54    0.256722e+02   -0.526226e+02    0.121030e+04
  19a   80.54   18.68   80.54    0.561496e+02    0.911025e+01    0.107586e+04
  19a   80.54   18.68   80.54    0.561496e+02   -0.911025e+01    0.121657e+04
