ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc 
c     Calculated grain boundary energies of bcc Fe for 
c     intentionally selected 2,366 special boundaries 
c
c Ref: H.-K. Kim et al., Scripta Mater 64 (2011) 1152-1155
c
c Misorientation: three Euler angles (phi1,phi,phi2)
c                 see Fig. 1 in the paper
c Inclination   : polar (0~90) and azimuth (-180~180) angles
c                 upper half-sphere in Fig. 1 (see Fig. 4) 
c                 is considered, with +z direction polar 
c                 angle zero and +x direction (90,0) 
c GBE           : Gran boundary energy (mJ/m2)
ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc
c
 Sigma   ph1     ph      ph2        polar           azimuth          GBE
  21a   14.03   79.02   75.97    0.600000D+02   -0.209052D+02    0.111864D+04
  21a   14.03   79.02   75.97    0.600000D+02    0.159095D+03    0.125455D+04
  21a   14.03   79.02   75.97    0.720000D+02    0.582825D+02    0.124829D+04
  21a   14.03   79.02   75.97    0.720000D+02   -0.121717D+03    0.118927D+04
  21a   14.03   79.02   75.97    0.720000D+02   -0.582825D+02    0.130056D+04
  21a   14.03   79.02   75.97    0.720000D+02    0.121717D+03    0.111632D+04
  21b   22.83   79.02   50.91    0.107173D+02    0.450000D+02    0.119236D+04
  21b   22.83   79.02   50.91    0.256722D+02    0.526226D+02    0.119743D+04
  21b   22.83   79.02   50.91    0.107173D+02   -0.450000D+02    0.119173D+04
  21b   22.83   79.02   50.91    0.256722D+02   -0.526226D+02    0.127052D+04
  21b   22.83   79.02   50.91    0.561496D+02    0.911025D+01    0.129606D+04
  21b   22.83   79.02   50.91    0.561496D+02   -0.911025D+01    0.122297D+04
  21b   22.83   79.02   50.91    0.396648D+02    0.418103D+02    0.126398D+04
  21b   22.83   79.02   50.91    0.503352D+02    0.265651D+02    0.127700D+04
  21b   22.83   79.02   50.91    0.396648D+02   -0.418103D+02    0.129156D+04
  21b   22.83   79.02   50.91    0.503352D+02   -0.265651D+02    0.127088D+04
  21b   22.83   79.02   50.91    0.107173D+02   -0.135000D+03    0.132659D+04
  21b   22.83   79.02   50.91    0.256722D+02   -0.127377D+03    0.126588D+04
  21b   22.83   79.02   50.91    0.107173D+02    0.135000D+03    0.123746D+04
  21b   22.83   79.02   50.91    0.256722D+02    0.127377D+03    0.122135D+04
  21b   22.83   79.02   50.91    0.561496D+02   -0.170890D+03    0.126602D+04
  21b   22.83   79.02   50.91    0.561496D+02    0.170890D+03    0.127559D+04
  21b   22.83   79.02   50.91    0.396648D+02   -0.138190D+03    0.130718D+04
  21b   22.83   79.02   50.91    0.503352D+02   -0.153435D+03    0.126215D+04
  21b   22.83   79.02   50.91    0.396648D+02    0.138190D+03    0.120714D+04
  21b   22.83   79.02   50.91    0.503352D+02    0.153435D+03    0.122114D+04
  21b   22.83   79.02   50.91    0.824439D+02    0.762263D+01    0.124970D+04
  21b   22.83   79.02   50.91    0.698633D+02    0.162670D+02    0.130049D+04
  21b   22.83   79.02   50.91    0.824439D+02   -0.172377D+03    0.124421D+04
  21b   22.83   79.02   50.91    0.698633D+02   -0.163733D+03    0.125076D+04
  21b   22.83   79.02   50.91    0.824439D+02    0.558123D+02    0.128241D+04
  21b   22.83   79.02   50.91    0.824439D+02   -0.124188D+03    0.134242D+04
  21b   22.83   79.02   50.91    0.648158D+02    0.317175D+02    0.131738D+04
  21b   22.83   79.02   50.91    0.698633D+02    0.471679D+02    0.126778D+04
  21b   22.83   79.02   50.91    0.648158D+02   -0.148283D+03    0.131154D+04
  21b   22.83   79.02   50.91    0.698633D+02   -0.132832D+03    0.134017D+04
  21b   22.83   79.02   50.91    0.824439D+02   -0.762263D+01    0.131822D+04
  21b   22.83   79.02   50.91    0.698633D+02   -0.162670D+02    0.129001D+04
  21b   22.83   79.02   50.91    0.824439D+02    0.172377D+03    0.124365D+04
  21b   22.83   79.02   50.91    0.698633D+02    0.163733D+03    0.122233D+04
  21b   22.83   79.02   50.91    0.824439D+02   -0.558123D+02    0.132962D+04
  21b   22.83   79.02   50.91    0.824439D+02    0.124188D+03    0.129001D+04
  21b   22.83   79.02   50.91    0.648158D+02   -0.317175D+02    0.131710D+04
  21b   22.83   79.02   50.91    0.698633D+02   -0.471679D+02    0.129613D+04
  21b   22.83   79.02   50.91    0.648158D+02    0.148283D+03    0.121734D+04
  21b   22.83   79.02   50.91    0.698633D+02    0.132832D+03    0.120531D+04
  21b   22.83   79.02   50.91    0.349134D+02    0.767175D+02    0.123141D+04
  21b   22.83   79.02   50.91    0.349134D+02    0.103283D+03    0.118793D+04
  21b   22.83   79.02   50.91    0.824439D+02    0.823774D+02    0.129184D+04
  21b   22.83   79.02   50.91    0.747523D+02    0.690948D+02    0.132962D+04
  21b   22.83   79.02   50.91    0.824439D+02    0.976226D+02    0.128143D+04
  21b   22.83   79.02   50.91    0.747523D+02    0.110905D+03    0.128340D+04
  21b   22.83   79.02   50.91    0.464867D+02    0.616600D+02    0.122487D+04
  21b   22.83   79.02   50.91    0.615913D+02    0.610668D+02    0.127890D+04
  21b   22.83   79.02   50.91    0.464867D+02    0.118340D+03    0.123718D+04
  21b   22.83   79.02   50.91    0.615913D+02    0.118933D+03    0.122951D+04
  21b   22.83   79.02   50.91    0.349134D+02   -0.103283D+03    0.126412D+04
  21b   22.83   79.02   50.91    0.349134D+02   -0.767175D+02    0.126996D+04
  21b   22.83   79.02   50.91    0.824439D+02   -0.976226D+02    0.135656D+04
  21b   22.83   79.02   50.91    0.747523D+02   -0.110905D+03    0.132265D+04
  21b   22.83   79.02   50.91    0.824439D+02   -0.823774D+02    0.126644D+04
  21b   22.83   79.02   50.91    0.747523D+02   -0.690948D+02    0.129374D+04
  21b   22.83   79.02   50.91    0.464867D+02   -0.118340D+03    0.130380D+04
  21b   22.83   79.02   50.91    0.615913D+02   -0.118933D+03    0.136296D+04
  21b   22.83   79.02   50.91    0.464867D+02   -0.616600D+02    0.128635D+04
  21b   22.83   79.02   50.91    0.615913D+02   -0.610668D+02    0.125350D+04
  21b   22.83   79.02   50.91    0.317175D+02    0.000000D+00    0.126665D+04
  21b   22.83   79.02   50.91    0.317175D+02    0.180000D+03    0.128459D+04
  21b   22.83   79.02   50.91    0.900000D+02    0.317175D+02    0.130211D+04
  21b   22.83   79.02   50.91    0.900000D+02   -0.317175D+02    0.124569D+04
  21b   22.83   79.02   50.91    0.582825D+02    0.900000D+02    0.128685D+04
  21b   22.83   79.02   50.91    0.582825D+02   -0.900000D+02    0.126110D+04
  21b   22.83   79.02   50.91    0.209052D+02    0.900000D+02    0.120264D+04
  21b   22.83   79.02   50.91    0.209052D+02   -0.900000D+02    0.122916D+04
  21b   22.83   79.02   50.91    0.690948D+02    0.000000D+00    0.128980D+04
  21b   22.83   79.02   50.91    0.690948D+02    0.180000D+03    0.125329D+04
  21b   22.83   79.02   50.91    0.900000D+02    0.690948D+02    0.135304D+04
  21b   22.83   79.02   50.91    0.900000D+02   -0.690948D+02    0.127285D+04
  21b   22.83   79.02   50.91    0.547356D+02    0.450000D+02    0.124182D+04
  21b   22.83   79.02   50.91    0.547356D+02   -0.135000D+03    0.118638D+04
  21b   22.83   79.02   50.91    0.547356D+02   -0.450000D+02    0.126067D+04
  21b   22.83   79.02   50.91    0.547356D+02    0.135000D+03    0.110823D+04
  21b   22.83   79.02   50.91    0.100000D-05    0.000000D+00    0.114903D+04
  21b   22.83   79.02   50.91    0.900000D+02    0.000000D+00    0.110675D+04
  21b   22.83   79.02   50.91    0.900000D+02    0.900000D+02    0.120172D+04
  21b   22.83   79.02   50.91    0.360000D+02    0.582825D+02    0.119841D+04
  21b   22.83   79.02   50.91    0.360000D+02   -0.121717D+03    0.127664D+04
  21b   22.83   79.02   50.91    0.360000D+02   -0.582825D+02    0.131245D+04
  21b   22.83   79.02   50.91    0.360000D+02    0.121717D+03    0.114073D+04
  21b   22.83   79.02   50.91    0.600000D+02    0.209052D+02    0.129149D+04
  21b   22.83   79.02   50.91    0.600000D+02   -0.159095D+03    0.122451D+04
  21b   22.83   79.02   50.91    0.600000D+02   -0.209052D+02    0.126307D+04
  21b   22.83   79.02   50.91    0.600000D+02    0.159095D+03    0.126799D+04
  21b   22.83   79.02   50.91    0.720000D+02    0.582825D+02    0.125132D+04
  21b   22.83   79.02   50.91    0.720000D+02   -0.121717D+03    0.133110D+04
  21b   22.83   79.02   50.91    0.720000D+02   -0.582825D+02    0.127453D+04
  21b   22.83   79.02   50.91    0.720000D+02    0.121717D+03    0.120531D+04
  23    15.25   82.51   52.13    0.107173D+02    0.450000D+02    0.129029D+04
  23    15.25   82.51   52.13    0.256722D+02    0.526226D+02    0.122423D+04
  23    15.25   82.51   52.13    0.107173D+02   -0.450000D+02    0.124013D+04
  23    15.25   82.51   52.13    0.256722D+02   -0.526226D+02    0.123971D+04
  23    15.25   82.51   52.13    0.561496D+02    0.911025D+01    0.128136D+04
  23    15.25   82.51   52.13    0.561496D+02   -0.911025D+01    0.128867D+04
  23    15.25   82.51   52.13    0.396648D+02    0.418103D+02    0.135072D+04
  23    15.25   82.51   52.13    0.503352D+02    0.265651D+02    0.128818D+04
  23    15.25   82.51   52.13    0.396648D+02   -0.418103D+02    0.121291D+04
  23    15.25   82.51   52.13    0.503352D+02   -0.265651D+02    0.128101D+04
  23    15.25   82.51   52.13    0.107173D+02   -0.135000D+03    0.132413D+04
  23    15.25   82.51   52.13    0.256722D+02   -0.127377D+03    0.126166D+04
  23    15.25   82.51   52.13    0.107173D+02    0.135000D+03    0.128058D+04
  23    15.25   82.51   52.13    0.256722D+02    0.127377D+03    0.128762D+04
  23    15.25   82.51   52.13    0.561496D+02   -0.170890D+03    0.119616D+04
  23    15.25   82.51   52.13    0.561496D+02    0.170890D+03    0.126468D+04
  23    15.25   82.51   52.13    0.396648D+02   -0.138190D+03    0.133876D+04
  23    15.25   82.51   52.13    0.503352D+02   -0.153435D+03    0.124745D+04
  23    15.25   82.51   52.13    0.396648D+02    0.138190D+03    0.120756D+04
  23    15.25   82.51   52.13    0.503352D+02    0.153435D+03    0.130394D+04
  23    15.25   82.51   52.13    0.824439D+02    0.762263D+01    0.128699D+04
  23    15.25   82.51   52.13    0.698633D+02    0.162670D+02    0.128523D+04
  23    15.25   82.51   52.13    0.824439D+02   -0.172377D+03    0.124759D+04
  23    15.25   82.51   52.13    0.698633D+02   -0.163733D+03    0.118427D+04
  23    15.25   82.51   52.13    0.824439D+02    0.558123D+02    0.130711D+04
  23    15.25   82.51   52.13    0.824439D+02   -0.124188D+03    0.130366D+04
  23    15.25   82.51   52.13    0.648158D+02    0.317175D+02    0.123500D+04
  23    15.25   82.51   52.13    0.698633D+02    0.471679D+02    0.126947D+04
  23    15.25   82.51   52.13    0.648158D+02   -0.148283D+03    0.127348D+04
  23    15.25   82.51   52.13    0.698633D+02   -0.132832D+03    0.131076D+04
  23    15.25   82.51   52.13    0.824439D+02   -0.762263D+01    0.136550D+04
  23    15.25   82.51   52.13    0.698633D+02   -0.162670D+02    0.127559D+04
  23    15.25   82.51   52.13    0.824439D+02    0.172377D+03    0.125737D+04
  23    15.25   82.51   52.13    0.698633D+02    0.163733D+03    0.119694D+04
  23    15.25   82.51   52.13    0.824439D+02   -0.558123D+02    0.130471D+04
  23    15.25   82.51   52.13    0.824439D+02    0.124188D+03    0.127313D+04
  23    15.25   82.51   52.13    0.648158D+02   -0.317175D+02    0.126110D+04
  23    15.25   82.51   52.13    0.698633D+02   -0.471679D+02    0.127411D+04
  23    15.25   82.51   52.13    0.648158D+02    0.148283D+03    0.122128D+04
  23    15.25   82.51   52.13    0.698633D+02    0.132832D+03    0.124323D+04
  23    15.25   82.51   52.13    0.349134D+02    0.767175D+02    0.122916D+04
  23    15.25   82.51   52.13    0.349134D+02    0.103283D+03    0.126046D+04
  23    15.25   82.51   52.13    0.824439D+02    0.823774D+02    0.137739D+04
  23    15.25   82.51   52.13    0.747523D+02    0.690948D+02    0.131871D+04
  23    15.25   82.51   52.13    0.824439D+02    0.976226D+02    0.132723D+04
  23    15.25   82.51   52.13    0.747523D+02    0.110905D+03    0.129733D+04
  23    15.25   82.51   52.13    0.464867D+02    0.616600D+02    0.126672D+04
  23    15.25   82.51   52.13    0.615913D+02    0.610668D+02    0.131013D+04
  23    15.25   82.51   52.13    0.464867D+02    0.118340D+03    0.125856D+04
  23    15.25   82.51   52.13    0.615913D+02    0.118933D+03    0.132519D+04
  23    15.25   82.51   52.13    0.349134D+02   -0.103283D+03    0.125505D+04
  23    15.25   82.51   52.13    0.349134D+02   -0.767175D+02    0.124379D+04
  23    15.25   82.51   52.13    0.824439D+02   -0.976226D+02    0.136993D+04
  23    15.25   82.51   52.13    0.747523D+02   -0.110905D+03    0.132399D+04
  23    15.25   82.51   52.13    0.824439D+02   -0.823774D+02    0.129916D+04
  23    15.25   82.51   52.13    0.747523D+02   -0.690948D+02    0.128241D+04
  23    15.25   82.51   52.13    0.464867D+02   -0.118340D+03    0.124907D+04
  23    15.25   82.51   52.13    0.615913D+02   -0.118933D+03    0.129142D+04
  23    15.25   82.51   52.13    0.464867D+02   -0.616600D+02    0.128199D+04
  23    15.25   82.51   52.13    0.615913D+02   -0.610668D+02    0.127974D+04
  23    15.25   82.51   52.13    0.317175D+02    0.000000D+00    0.123626D+04
  23    15.25   82.51   52.13    0.317175D+02    0.180000D+03    0.127840D+04
  23    15.25   82.51   52.13    0.900000D+02    0.317175D+02    0.130570D+04
  23    15.25   82.51   52.13    0.900000D+02   -0.317175D+02    0.130190D+04
  23    15.25   82.51   52.13    0.582825D+02    0.900000D+02    0.132118D+04
  23    15.25   82.51   52.13    0.582825D+02   -0.900000D+02    0.130281D+04
  23    15.25   82.51   52.13    0.209052D+02    0.900000D+02    0.122233D+04
  23    15.25   82.51   52.13    0.209052D+02   -0.900000D+02    0.120672D+04
  23    15.25   82.51   52.13    0.690948D+02    0.000000D+00    0.128389D+04
  23    15.25   82.51   52.13    0.690948D+02    0.180000D+03    0.121199D+04
  23    15.25   82.51   52.13    0.900000D+02    0.690948D+02    0.137141D+04
  23    15.25   82.51   52.13    0.900000D+02   -0.690948D+02    0.128783D+04
  23    15.25   82.51   52.13    0.547356D+02    0.450000D+02    0.127228D+04
  23    15.25   82.51   52.13    0.547356D+02   -0.135000D+03    0.115044D+04
  23    15.25   82.51   52.13    0.547356D+02   -0.450000D+02    0.121467D+04
  23    15.25   82.51   52.13    0.547356D+02    0.135000D+03    0.114769D+04
  23    15.25   82.51   52.13    0.100000D-05    0.000000D+00    0.114002D+04
  23    15.25   82.51   52.13    0.900000D+02    0.000000D+00    0.106595D+04
  23    15.25   82.51   52.13    0.900000D+02    0.900000D+02    0.121403D+04
  23    15.25   82.51   52.13    0.360000D+02    0.582825D+02    0.123232D+04
  23    15.25   82.51   52.13    0.360000D+02   -0.121717D+03    0.123669D+04
  23    15.25   82.51   52.13    0.360000D+02   -0.582825D+02    0.126321D+04
  23    15.25   82.51   52.13    0.360000D+02    0.121717D+03    0.126117D+04
  23    15.25   82.51   52.13    0.600000D+02    0.209052D+02    0.135143D+04
  23    15.25   82.51   52.13    0.600000D+02   -0.159095D+03    0.118674D+04
  23    15.25   82.51   52.13    0.600000D+02   -0.209052D+02    0.131210D+04
  23    15.25   82.51   52.13    0.600000D+02    0.159095D+03    0.126989D+04
  23    15.25   82.51   52.13    0.720000D+02    0.582825D+02    0.127587D+04
  23    15.25   82.51   52.13    0.720000D+02   -0.121717D+03    0.130281D+04
  23    15.25   82.51   52.13    0.720000D+02   -0.582825D+02    0.126454D+04
  23    15.25   82.51   52.13    0.720000D+02    0.121717D+03    0.124668D+04
  25a    0.00    0.00   16.26    0.107173D+02    0.450000D+02    0.130359D+04
  25a    0.00    0.00   16.26    0.256722D+02    0.526226D+02    0.119265D+04
  25a    0.00    0.00   16.26    0.107173D+02   -0.450000D+02    0.130359D+04
  25a    0.00    0.00   16.26    0.256722D+02   -0.526226D+02    0.119806D+04
  25a    0.00    0.00   16.26    0.561496D+02    0.911025D+01    0.121825D+04
  25a    0.00    0.00   16.26    0.561496D+02   -0.911025D+01    0.131105D+04
  25a    0.00    0.00   16.26    0.396648D+02    0.418103D+02    0.117829D+04
  25a    0.00    0.00   16.26    0.503352D+02    0.265651D+02    0.115832D+04
  25a    0.00    0.00   16.26    0.396648D+02   -0.418103D+02    0.121192D+04
  25a    0.00    0.00   16.26    0.503352D+02   -0.265651D+02    0.127102D+04
  25a    0.00    0.00   16.26    0.107173D+02   -0.135000D+03    0.130359D+04
  25a    0.00    0.00   16.26    0.256722D+02   -0.127377D+03    0.119265D+04
  25a    0.00    0.00   16.26    0.107173D+02    0.135000D+03    0.130359D+04
  25a    0.00    0.00   16.26    0.256722D+02    0.127377D+03    0.119806D+04
  25a    0.00    0.00   16.26    0.561496D+02   -0.170890D+03    0.121825D+04
  25a    0.00    0.00   16.26    0.561496D+02    0.170890D+03    0.131105D+04
  25a    0.00    0.00   16.26    0.396648D+02   -0.138190D+03    0.117829D+04
  25a    0.00    0.00   16.26    0.503352D+02   -0.153435D+03    0.115832D+04
  25a    0.00    0.00   16.26    0.396648D+02    0.138190D+03    0.121192D+04
  25a    0.00    0.00   16.26    0.503352D+02    0.153435D+03    0.127102D+04
  25a    0.00    0.00   16.26    0.824439D+02    0.762263D+01    0.114108D+04
  25a    0.00    0.00   16.26    0.698633D+02    0.162670D+02    0.116148D+04
  25a    0.00    0.00   16.26    0.824439D+02   -0.172377D+03    0.114108D+04
  25a    0.00    0.00   16.26    0.698633D+02   -0.163733D+03    0.116148D+04
  25a    0.00    0.00   16.26    0.824439D+02    0.558123D+02    0.119279D+04
  25a    0.00    0.00   16.26    0.824439D+02   -0.124188D+03    0.119279D+04
  25a    0.00    0.00   16.26    0.648158D+02    0.317175D+02    0.113559D+04
  25a    0.00    0.00   16.26    0.698633D+02    0.471679D+02    0.120144D+04
  25a    0.00    0.00   16.26    0.648158D+02   -0.148283D+03    0.113559D+04
  25a    0.00    0.00   16.26    0.698633D+02   -0.132832D+03    0.120144D+04
  25a    0.00    0.00   16.26    0.824439D+02   -0.762263D+01    0.114811D+04
  25a    0.00    0.00   16.26    0.698633D+02   -0.162670D+02    0.121516D+04
  25a    0.00    0.00   16.26    0.824439D+02    0.172377D+03    0.114811D+04
  25a    0.00    0.00   16.26    0.698633D+02    0.163733D+03    0.121516D+04
  25a    0.00    0.00   16.26    0.824439D+02   -0.558123D+02    0.121101D+04
  25a    0.00    0.00   16.26    0.824439D+02    0.124188D+03    0.121101D+04
  25a    0.00    0.00   16.26    0.648158D+02   -0.317175D+02    0.115255D+04
  25a    0.00    0.00   16.26    0.698633D+02   -0.471679D+02    0.120116D+04
  25a    0.00    0.00   16.26    0.648158D+02    0.148283D+03    0.115255D+04
  25a    0.00    0.00   16.26    0.698633D+02    0.132832D+03    0.120116D+04
  25a    0.00    0.00   16.26    0.349134D+02    0.767175D+02    0.128502D+04
  25a    0.00    0.00   16.26    0.349134D+02    0.103283D+03    0.117281D+04
  25a    0.00    0.00   16.26    0.824439D+02    0.823774D+02    0.114811D+04
  25a    0.00    0.00   16.26    0.747523D+02    0.690948D+02    0.117379D+04
  25a    0.00    0.00   16.26    0.824439D+02    0.976226D+02    0.114108D+04
  25a    0.00    0.00   16.26    0.747523D+02    0.110905D+03    0.115691D+04
  25a    0.00    0.00   16.26    0.464867D+02    0.616600D+02    0.123268D+04
  25a    0.00    0.00   16.26    0.615913D+02    0.610668D+02    0.111456D+04
  25a    0.00    0.00   16.26    0.464867D+02    0.118340D+03    0.115156D+04
  25a    0.00    0.00   16.26    0.615913D+02    0.118933D+03    0.109106D+04
  25a    0.00    0.00   16.26    0.349134D+02   -0.103283D+03    0.128502D+04
  25a    0.00    0.00   16.26    0.349134D+02   -0.767175D+02    0.117281D+04
  25a    0.00    0.00   16.26    0.824439D+02   -0.976226D+02    0.114811D+04
  25a    0.00    0.00   16.26    0.747523D+02   -0.110905D+03    0.117379D+04
  25a    0.00    0.00   16.26    0.824439D+02   -0.823774D+02    0.114108D+04
  25a    0.00    0.00   16.26    0.747523D+02   -0.690948D+02    0.115691D+04
  25a    0.00    0.00   16.26    0.464867D+02   -0.118340D+03    0.123268D+04
  25a    0.00    0.00   16.26    0.615913D+02   -0.118933D+03    0.111456D+04
  25a    0.00    0.00   16.26    0.464867D+02   -0.616600D+02    0.115156D+04
  25a    0.00    0.00   16.26    0.615913D+02   -0.610668D+02    0.109106D+04
  25a    0.00    0.00   16.26    0.317175D+02    0.000000D+00    0.130183D+04
  25a    0.00    0.00   16.26    0.317175D+02    0.180000D+03    0.130183D+04
  25a    0.00    0.00   16.26    0.900000D+02    0.317175D+02    0.112391D+04
  25a    0.00    0.00   16.26    0.900000D+02   -0.317175D+02    0.115937D+04
  25a    0.00    0.00   16.26    0.582825D+02    0.900000D+02    0.128115D+04
  25a    0.00    0.00   16.26    0.582825D+02   -0.900000D+02    0.128115D+04
  25a    0.00    0.00   16.26    0.209052D+02    0.900000D+02    0.132167D+04
  25a    0.00    0.00   16.26    0.209052D+02   -0.900000D+02    0.132167D+04
  25a    0.00    0.00   16.26    0.690948D+02    0.000000D+00    0.120742D+04
  25a    0.00    0.00   16.26    0.690948D+02    0.180000D+03    0.120742D+04
  25a    0.00    0.00   16.26    0.900000D+02    0.690948D+02    0.105694D+04
  25a    0.00    0.00   16.26    0.900000D+02   -0.690948D+02    0.997565D+03
  25a    0.00    0.00   16.26    0.547356D+02    0.450000D+02    0.110492D+04
  25a    0.00    0.00   16.26    0.547356D+02   -0.135000D+03    0.110492D+04
  25a    0.00    0.00   16.26    0.547356D+02   -0.450000D+02    0.110492D+04
  25a    0.00    0.00   16.26    0.547356D+02    0.135000D+03    0.110492D+04
  25a    0.00    0.00   16.26    0.100000D-05    0.000000D+00    0.132272D+04
  25a    0.00    0.00   16.26    0.900000D+02    0.000000D+00    0.914130D+03
  25a    0.00    0.00   16.26    0.900000D+02    0.900000D+02    0.910401D+03
  25a    0.00    0.00   16.26    0.360000D+02    0.582825D+02    0.121122D+04
  25a    0.00    0.00   16.26    0.360000D+02   -0.121717D+03    0.121122D+04
  25a    0.00    0.00   16.26    0.360000D+02   -0.582825D+02    0.123007D+04
  25a    0.00    0.00   16.26    0.360000D+02    0.121717D+03    0.123007D+04
  25a    0.00    0.00   16.26    0.600000D+02    0.209052D+02    0.111364D+04
  25a    0.00    0.00   16.26    0.600000D+02   -0.159095D+03    0.111364D+04
  25a    0.00    0.00   16.26    0.600000D+02   -0.209052D+02    0.118406D+04
  25a    0.00    0.00   16.26    0.600000D+02    0.159095D+03    0.118406D+04
  25a    0.00    0.00   16.26    0.720000D+02    0.582825D+02    0.125870D+04
  25a    0.00    0.00   16.26    0.720000D+02   -0.121717D+03    0.125870D+04
  25a    0.00    0.00   16.26    0.720000D+02   -0.582825D+02    0.121150D+04
  25a    0.00    0.00   16.26    0.720000D+02    0.121717D+03    0.121150D+04
  25b   36.87   53.13    0.00    0.107173D+02    0.450000D+02    0.128347D+04
  25b   36.87   53.13    0.00    0.256722D+02    0.526226D+02    0.121621D+04
  25b   36.87   53.13    0.00    0.107173D+02   -0.450000D+02    0.124147D+04
  25b   36.87   53.13    0.00    0.256722D+02   -0.526226D+02    0.124013D+04
  25b   36.87   53.13    0.00    0.561496D+02    0.911025D+01    0.128572D+04
  25b   36.87   53.13    0.00    0.561496D+02   -0.911025D+01    0.120876D+04
  25b   36.87   53.13    0.00    0.396648D+02    0.418103D+02    0.128523D+04
  25b   36.87   53.13    0.00    0.503352D+02    0.265651D+02    0.126180D+04
  25b   36.87   53.13    0.00    0.396648D+02   -0.418103D+02    0.113714D+04
  25b   36.87   53.13    0.00    0.503352D+02   -0.265651D+02    0.117154D+04
  25b   36.87   53.13    0.00    0.107173D+02   -0.135000D+03    0.122100D+04
  25b   36.87   53.13    0.00    0.256722D+02   -0.127377D+03    0.120278D+04
  25b   36.87   53.13    0.00    0.107173D+02    0.135000D+03    0.129064D+04
  25b   36.87   53.13    0.00    0.256722D+02    0.127377D+03    0.123317D+04
  25b   36.87   53.13    0.00    0.561496D+02   -0.170890D+03    0.124259D+04
  25b   36.87   53.13    0.00    0.561496D+02    0.170890D+03    0.114952D+04
  25b   36.87   53.13    0.00    0.396648D+02   -0.138190D+03    0.116289D+04
  25b   36.87   53.13    0.00    0.503352D+02   -0.153435D+03    0.114579D+04
  25b   36.87   53.13    0.00    0.396648D+02    0.138190D+03    0.122050D+04
  25b   36.87   53.13    0.00    0.503352D+02    0.153435D+03    0.120939D+04
  25b   36.87   53.13    0.00    0.824439D+02    0.762263D+01    0.114403D+04
  25b   36.87   53.13    0.00    0.698633D+02    0.162670D+02    0.124907D+04
  25b   36.87   53.13    0.00    0.824439D+02   -0.172377D+03    0.118737D+04
  25b   36.87   53.13    0.00    0.698633D+02   -0.163733D+03    0.112405D+04
  25b   36.87   53.13    0.00    0.824439D+02    0.558123D+02    0.128136D+04
  25b   36.87   53.13    0.00    0.824439D+02   -0.124188D+03    0.117724D+04
  25b   36.87   53.13    0.00    0.648158D+02    0.317175D+02    0.126124D+04
  25b   36.87   53.13    0.00    0.698633D+02    0.471679D+02    0.124766D+04
  25b   36.87   53.13    0.00    0.648158D+02   -0.148283D+03    0.115754D+04
  25b   36.87   53.13    0.00    0.698633D+02   -0.132832D+03    0.116500D+04
  25b   36.87   53.13    0.00    0.824439D+02   -0.762263D+01    0.118069D+04
  25b   36.87   53.13    0.00    0.698633D+02   -0.162670D+02    0.117288D+04
  25b   36.87   53.13    0.00    0.824439D+02    0.172377D+03    0.118350D+04
  25b   36.87   53.13    0.00    0.698633D+02    0.163733D+03    0.110984D+04
  25b   36.87   53.13    0.00    0.824439D+02   -0.558123D+02    0.130591D+04
  25b   36.87   53.13    0.00    0.824439D+02    0.124188D+03    0.129564D+04
  25b   36.87   53.13    0.00    0.648158D+02   -0.317175D+02    0.121009D+04
  25b   36.87   53.13    0.00    0.698633D+02   -0.471679D+02    0.123387D+04
  25b   36.87   53.13    0.00    0.648158D+02    0.148283D+03    0.122888D+04
  25b   36.87   53.13    0.00    0.698633D+02    0.132832D+03    0.118456D+04
  25b   36.87   53.13    0.00    0.349134D+02    0.767175D+02    0.126708D+04
  25b   36.87   53.13    0.00    0.349134D+02    0.103283D+03    0.127432D+04
  25b   36.87   53.13    0.00    0.824439D+02    0.823774D+02    0.133869D+04
  25b   36.87   53.13    0.00    0.747523D+02    0.690948D+02    0.127376D+04
  25b   36.87   53.13    0.00    0.824439D+02    0.976226D+02    0.131041D+04
  25b   36.87   53.13    0.00    0.747523D+02    0.110905D+03    0.131245D+04
  25b   36.87   53.13    0.00    0.464867D+02    0.616600D+02    0.130781D+04
  25b   36.87   53.13    0.00    0.615913D+02    0.610668D+02    0.131632D+04
  25b   36.87   53.13    0.00    0.464867D+02    0.118340D+03    0.121277D+04
  25b   36.87   53.13    0.00    0.615913D+02    0.118933D+03    0.129198D+04
  25b   36.87   53.13    0.00    0.349134D+02   -0.103283D+03    0.117611D+04
  25b   36.87   53.13    0.00    0.349134D+02   -0.767175D+02    0.116507D+04
  25b   36.87   53.13    0.00    0.824439D+02   -0.976226D+02    0.130274D+04
  25b   36.87   53.13    0.00    0.747523D+02   -0.110905D+03    0.126905D+04
  25b   36.87   53.13    0.00    0.824439D+02   -0.823774D+02    0.128206D+04
  25b   36.87   53.13    0.00    0.747523D+02   -0.690948D+02    0.124330D+04
  25b   36.87   53.13    0.00    0.464867D+02   -0.118340D+03    0.114924D+04
  25b   36.87   53.13    0.00    0.615913D+02   -0.118933D+03    0.115761D+04
  25b   36.87   53.13    0.00    0.464867D+02   -0.616600D+02    0.121495D+04
  25b   36.87   53.13    0.00    0.615913D+02   -0.610668D+02    0.122972D+04
