ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc 
c     Calculated grain boundary energies of bcc Fe for 
c     intentionally selected 2,366 special boundaries 
c
c Ref: H.-K. Kim et al., Scripta Mater 64 (2011) 1152-1155
c
c Misorientation: three Euler angles (phi1,phi,phi2)
c                 see Fig. 1 in the paper
c Inclination   : polar (0~90) and azimuth (-180~180) angles
c                 upper half-sphere in Fig. 1 (see Fig. 4) 
c                 is considered, with +z direction polar 
c                 angle zero and +x direction (90,0) 
c GBE           : Gran boundary energy (mJ/m2)
ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc
c
 Sigma   ph1     ph      ph2        polar           azimuth          GBE
  13b   18.43   76.66   71.57    0.349134D+02    0.103283D+03    0.128685D+04
  13b   18.43   76.66   71.57    0.824439D+02    0.823774D+02    0.133074D+04
  13b   18.43   76.66   71.57    0.747523D+02    0.690948D+02    0.132568D+04
  13b   18.43   76.66   71.57    0.824439D+02    0.976226D+02    0.134777D+04
  13b   18.43   76.66   71.57    0.747523D+02    0.110905D+03    0.133672D+04
  13b   18.43   76.66   71.57    0.464867D+02    0.616600D+02    0.124583D+04
  13b   18.43   76.66   71.57    0.615913D+02    0.610668D+02    0.133398D+04
  13b   18.43   76.66   71.57    0.464867D+02    0.118340D+03    0.122902D+04
  13b   18.43   76.66   71.57    0.615913D+02    0.118933D+03    0.130901D+04
  13b   18.43   76.66   71.57    0.349134D+02   -0.103283D+03    0.125054D+04
  13b   18.43   76.66   71.57    0.349134D+02   -0.767175D+02    0.129353D+04
  13b   18.43   76.66   71.57    0.824439D+02   -0.976226D+02    0.130035D+04
  13b   18.43   76.66   71.57    0.747523D+02   -0.110905D+03    0.122501D+04
  13b   18.43   76.66   71.57    0.824439D+02   -0.823774D+02    0.122916D+04
  13b   18.43   76.66   71.57    0.747523D+02   -0.690948D+02    0.118899D+04
  13b   18.43   76.66   71.57    0.464867D+02   -0.118340D+03    0.120770D+04
  13b   18.43   76.66   71.57    0.615913D+02   -0.118933D+03    0.122944D+04
  13b   18.43   76.66   71.57    0.464867D+02   -0.616600D+02    0.119103D+04
  13b   18.43   76.66   71.57    0.615913D+02   -0.610668D+02    0.128502D+04
  13b   18.43   76.66   71.57    0.317175D+02    0.000000D+00    0.128980D+04
  13b   18.43   76.66   71.57    0.317175D+02    0.180000D+03    0.125885D+04
  13b   18.43   76.66   71.57    0.900000D+02    0.317175D+02    0.125885D+04
  13b   18.43   76.66   71.57    0.900000D+02   -0.317175D+02    0.128980D+04
  13b   18.43   76.66   71.57    0.582825D+02    0.900000D+02    0.128980D+04
  13b   18.43   76.66   71.57    0.582825D+02   -0.900000D+02    0.125885D+04
  13b   18.43   76.66   71.57    0.209052D+02    0.900000D+02    0.129374D+04
  13b   18.43   76.66   71.57    0.209052D+02   -0.900000D+02    0.128312D+04
  13b   18.43   76.66   71.57    0.690948D+02    0.000000D+00    0.129402D+04
  13b   18.43   76.66   71.57    0.690948D+02    0.180000D+03    0.129297D+04
  13b   18.43   76.66   71.57    0.900000D+02    0.690948D+02    0.128312D+04
  13b   18.43   76.66   71.57    0.900000D+02   -0.690948D+02    0.129374D+04
  13b   18.43   76.66   71.57    0.547356D+02    0.450000D+02    0.123049D+04
  13b   18.43   76.66   71.57    0.547356D+02   -0.135000D+03    0.131491D+04
  13b   18.43   76.66   71.57    0.547356D+02   -0.450000D+02    0.123049D+04
  13b   18.43   76.66   71.57    0.547356D+02    0.135000D+03    0.123049D+04
  13b   18.43   76.66   71.57    0.100000D-05    0.000000D+00    0.116331D+04
  13b   18.43   76.66   71.57    0.900000D+02    0.000000D+00    0.116331D+04
  13b   18.43   76.66   71.57    0.900000D+02    0.900000D+02    0.116331D+04
  13b   18.43   76.66   71.57    0.360000D+02    0.582825D+02    0.107368D+04
  13b   18.43   76.66   71.57    0.360000D+02   -0.121717D+03    0.125258D+04
  13b   18.43   76.66   71.57    0.360000D+02   -0.582825D+02    0.125751D+04
  13b   18.43   76.66   71.57    0.360000D+02    0.121717D+03    0.127854D+04
  13b   18.43   76.66   71.57    0.600000D+02    0.209052D+02    0.127854D+04
  13b   18.43   76.66   71.57    0.600000D+02   -0.159095D+03    0.125258D+04
  13b   18.43   76.66   71.57    0.600000D+02   -0.209052D+02    0.107368D+04
  13b   18.43   76.66   71.57    0.600000D+02    0.159095D+03    0.125751D+04
  13b   18.43   76.66   71.57    0.720000D+02    0.582825D+02    0.125751D+04
  13b   18.43   76.66   71.57    0.720000D+02   -0.121717D+03    0.125258D+04
  13b   18.43   76.66   71.57    0.720000D+02   -0.582825D+02    0.127854D+04
  13b   18.43   76.66   71.57    0.720000D+02    0.121717D+03    0.107368D+04
  15    19.65   82.33   42.27    0.107173D+02    0.450000D+02    0.127003D+04
  15    19.65   82.33   42.27    0.256722D+02    0.526226D+02    0.126229D+04
  15    19.65   82.33   42.27    0.107173D+02   -0.450000D+02    0.127995D+04
  15    19.65   82.33   42.27    0.256722D+02   -0.526226D+02    0.127116D+04
  15    19.65   82.33   42.27    0.561496D+02    0.911025D+01    0.133102D+04
  15    19.65   82.33   42.27    0.561496D+02   -0.911025D+01    0.127017D+04
  15    19.65   82.33   42.27    0.396648D+02    0.418103D+02    0.122620D+04
  15    19.65   82.33   42.27    0.503352D+02    0.265651D+02    0.130950D+04
  15    19.65   82.33   42.27    0.396648D+02   -0.418103D+02    0.121319D+04
  15    19.65   82.33   42.27    0.503352D+02   -0.265651D+02    0.124780D+04
  15    19.65   82.33   42.27    0.107173D+02   -0.135000D+03    0.132005D+04
  15    19.65   82.33   42.27    0.256722D+02   -0.127377D+03    0.138555D+04
  15    19.65   82.33   42.27    0.107173D+02    0.135000D+03    0.128269D+04
  15    19.65   82.33   42.27    0.256722D+02    0.127377D+03    0.120207D+04
  15    19.65   82.33   42.27    0.561496D+02   -0.170890D+03    0.130633D+04
  15    19.65   82.33   42.27    0.561496D+02    0.170890D+03    0.128051D+04
  15    19.65   82.33   42.27    0.396648D+02   -0.138190D+03    0.137436D+04
  15    19.65   82.33   42.27    0.503352D+02   -0.153435D+03    0.130373D+04
  15    19.65   82.33   42.27    0.396648D+02    0.138190D+03    0.116655D+04
  15    19.65   82.33   42.27    0.503352D+02    0.153435D+03    0.125730D+04
  15    19.65   82.33   42.27    0.824439D+02    0.762263D+01    0.125863D+04
  15    19.65   82.33   42.27    0.698633D+02    0.162670D+02    0.125125D+04
  15    19.65   82.33   42.27    0.824439D+02   -0.172377D+03    0.120116D+04
  15    19.65   82.33   42.27    0.698633D+02   -0.163733D+03    0.125413D+04
  15    19.65   82.33   42.27    0.824439D+02    0.558123D+02    0.129585D+04
  15    19.65   82.33   42.27    0.824439D+02   -0.124188D+03    0.127102D+04
  15    19.65   82.33   42.27    0.648158D+02    0.317175D+02    0.125962D+04
  15    19.65   82.33   42.27    0.698633D+02    0.471679D+02    0.123268D+04
  15    19.65   82.33   42.27    0.648158D+02   -0.148283D+03    0.132202D+04
  15    19.65   82.33   42.27    0.698633D+02   -0.132832D+03    0.134889D+04
  15    19.65   82.33   42.27    0.824439D+02   -0.762263D+01    0.125878D+04
  15    19.65   82.33   42.27    0.698633D+02   -0.162670D+02    0.121347D+04
  15    19.65   82.33   42.27    0.824439D+02    0.172377D+03    0.131175D+04
  15    19.65   82.33   42.27    0.698633D+02    0.163733D+03    0.130415D+04
  15    19.65   82.33   42.27    0.824439D+02   -0.558123D+02    0.125061D+04
  15    19.65   82.33   42.27    0.824439D+02    0.124188D+03    0.122508D+04
  15    19.65   82.33   42.27    0.648158D+02   -0.317175D+02    0.122170D+04
  15    19.65   82.33   42.27    0.698633D+02   -0.471679D+02    0.123964D+04
  15    19.65   82.33   42.27    0.648158D+02    0.148283D+03    0.130781D+04
  15    19.65   82.33   42.27    0.698633D+02    0.132832D+03    0.125104D+04
  15    19.65   82.33   42.27    0.349134D+02    0.767175D+02    0.128438D+04
  15    19.65   82.33   42.27    0.349134D+02    0.103283D+03    0.129719D+04
  15    19.65   82.33   42.27    0.824439D+02    0.823774D+02    0.137528D+04
  15    19.65   82.33   42.27    0.747523D+02    0.690948D+02    0.132188D+04
  15    19.65   82.33   42.27    0.824439D+02    0.976226D+02    0.129550D+04
  15    19.65   82.33   42.27    0.747523D+02    0.110905D+03    0.117837D+04
  15    19.65   82.33   42.27    0.464867D+02    0.616600D+02    0.122655D+04
  15    19.65   82.33   42.27    0.615913D+02    0.610668D+02    0.128382D+04
  15    19.65   82.33   42.27    0.464867D+02    0.118340D+03    0.130253D+04
  15    19.65   82.33   42.27    0.615913D+02    0.118933D+03    0.126891D+04
  15    19.65   82.33   42.27    0.349134D+02   -0.103283D+03    0.131717D+04
  15    19.65   82.33   42.27    0.349134D+02   -0.767175D+02    0.132118D+04
  15    19.65   82.33   42.27    0.824439D+02   -0.976226D+02    0.135044D+04
  15    19.65   82.33   42.27    0.747523D+02   -0.110905D+03    0.134615D+04
  15    19.65   82.33   42.27    0.824439D+02   -0.823774D+02    0.132694D+04
  15    19.65   82.33   42.27    0.747523D+02   -0.690948D+02    0.132244D+04
  15    19.65   82.33   42.27    0.464867D+02   -0.118340D+03    0.133940D+04
  15    19.65   82.33   42.27    0.615913D+02   -0.118933D+03    0.134664D+04
  15    19.65   82.33   42.27    0.464867D+02   -0.616600D+02    0.124780D+04
  15    19.65   82.33   42.27    0.615913D+02   -0.610668D+02    0.129198D+04
  15    19.65   82.33   42.27    0.317175D+02    0.000000D+00    0.127657D+04
  15    19.65   82.33   42.27    0.317175D+02    0.180000D+03    0.127868D+04
  15    19.65   82.33   42.27    0.900000D+02    0.317175D+02    0.128579D+04
  15    19.65   82.33   42.27    0.900000D+02   -0.317175D+02    0.128797D+04
  15    19.65   82.33   42.27    0.582825D+02    0.900000D+02    0.131302D+04
  15    19.65   82.33   42.27    0.582825D+02   -0.900000D+02    0.131105D+04
  15    19.65   82.33   42.27    0.209052D+02    0.900000D+02    0.114319D+04
  15    19.65   82.33   42.27    0.209052D+02   -0.900000D+02    0.129902D+04
  15    19.65   82.33   42.27    0.690948D+02    0.000000D+00    0.125849D+04
  15    19.65   82.33   42.27    0.690948D+02    0.180000D+03    0.126884D+04
  15    19.65   82.33   42.27    0.900000D+02    0.690948D+02    0.133194D+04
  15    19.65   82.33   42.27    0.900000D+02   -0.690948D+02    0.126447D+04
  15    19.65   82.33   42.27    0.547356D+02    0.450000D+02    0.114446D+04
  15    19.65   82.33   42.27    0.547356D+02   -0.135000D+03    0.113566D+04
  15    19.65   82.33   42.27    0.547356D+02   -0.450000D+02    0.124217D+04
  15    19.65   82.33   42.27    0.547356D+02    0.135000D+03    0.112462D+04
  15    19.65   82.33   42.27    0.100000D-05    0.000000D+00    0.119272D+04
  15    19.65   82.33   42.27    0.900000D+02    0.000000D+00    0.113615D+04
  15    19.65   82.33   42.27    0.900000D+02    0.900000D+02    0.116971D+04
  15    19.65   82.33   42.27    0.360000D+02    0.582825D+02    0.123366D+04
  15    19.65   82.33   42.27    0.360000D+02   -0.121717D+03    0.137401D+04
  15    19.65   82.33   42.27    0.360000D+02   -0.582825D+02    0.133567D+04
  15    19.65   82.33   42.27    0.360000D+02    0.121717D+03    0.125111D+04
  15    19.65   82.33   42.27    0.600000D+02    0.209052D+02    0.132181D+04
  15    19.65   82.33   42.27    0.600000D+02   -0.159095D+03    0.130535D+04
  15    19.65   82.33   42.27    0.600000D+02   -0.209052D+02    0.125040D+04
  15    19.65   82.33   42.27    0.600000D+02    0.159095D+03    0.130141D+04
  15    19.65   82.33   42.27    0.720000D+02    0.582825D+02    0.128917D+04
  15    19.65   82.33   42.27    0.720000D+02   -0.121717D+03    0.132673D+04
  15    19.65   82.33   42.27    0.720000D+02   -0.582825D+02    0.120320D+04
  15    19.65   82.33   42.27    0.720000D+02    0.121717D+03    0.120531D+04
  17a    0.00    0.00   28.07    0.107173D+02    0.450000D+02    0.122895D+04
  17a    0.00    0.00   28.07    0.256722D+02    0.526226D+02    0.121811D+04
  17a    0.00    0.00   28.07    0.107173D+02   -0.450000D+02    0.122895D+04
  17a    0.00    0.00   28.07    0.256722D+02   -0.526226D+02    0.123028D+04
  17a    0.00    0.00   28.07    0.561496D+02    0.911025D+01    0.127270D+04
  17a    0.00    0.00   28.07    0.561496D+02   -0.911025D+01    0.132687D+04
  17a    0.00    0.00   28.07    0.396648D+02    0.418103D+02    0.132434D+04
  17a    0.00    0.00   28.07    0.503352D+02    0.265651D+02    0.128523D+04
  17a    0.00    0.00   28.07    0.396648D+02   -0.418103D+02    0.132533D+04
  17a    0.00    0.00   28.07    0.503352D+02   -0.265651D+02    0.131055D+04
  17a    0.00    0.00   28.07    0.107173D+02   -0.135000D+03    0.122895D+04
  17a    0.00    0.00   28.07    0.256722D+02   -0.127377D+03    0.121811D+04
  17a    0.00    0.00   28.07    0.107173D+02    0.135000D+03    0.122895D+04
  17a    0.00    0.00   28.07    0.256722D+02    0.127377D+03    0.123028D+04
  17a    0.00    0.00   28.07    0.561496D+02   -0.170890D+03    0.127270D+04
  17a    0.00    0.00   28.07    0.561496D+02    0.170890D+03    0.132687D+04
  17a    0.00    0.00   28.07    0.396648D+02   -0.138190D+03    0.132434D+04
  17a    0.00    0.00   28.07    0.503352D+02   -0.153435D+03    0.128523D+04
  17a    0.00    0.00   28.07    0.396648D+02    0.138190D+03    0.132533D+04
  17a    0.00    0.00   28.07    0.503352D+02    0.153435D+03    0.131055D+04
  17a    0.00    0.00   28.07    0.824439D+02    0.762263D+01    0.127411D+04
  17a    0.00    0.00   28.07    0.698633D+02    0.162670D+02    0.126996D+04
  17a    0.00    0.00   28.07    0.824439D+02   -0.172377D+03    0.127411D+04
  17a    0.00    0.00   28.07    0.698633D+02   -0.163733D+03    0.126996D+04
  17a    0.00    0.00   28.07    0.824439D+02    0.558123D+02    0.129606D+04
  17a    0.00    0.00   28.07    0.824439D+02   -0.124188D+03    0.129606D+04
  17a    0.00    0.00   28.07    0.648158D+02    0.317175D+02    0.128361D+04
  17a    0.00    0.00   28.07    0.698633D+02    0.471679D+02    0.127932D+04
  17a    0.00    0.00   28.07    0.648158D+02   -0.148283D+03    0.128361D+04
  17a    0.00    0.00   28.07    0.698633D+02   -0.132832D+03    0.127932D+04
  17a    0.00    0.00   28.07    0.824439D+02   -0.762263D+01    0.122691D+04
  17a    0.00    0.00   28.07    0.698633D+02   -0.162670D+02    0.125153D+04
  17a    0.00    0.00   28.07    0.824439D+02    0.172377D+03    0.122691D+04
  17a    0.00    0.00   28.07    0.698633D+02    0.163733D+03    0.125153D+04
  17a    0.00    0.00   28.07    0.824439D+02   -0.558123D+02    0.128839D+04
  17a    0.00    0.00   28.07    0.824439D+02    0.124188D+03    0.128839D+04
  17a    0.00    0.00   28.07    0.648158D+02   -0.317175D+02    0.124696D+04
  17a    0.00    0.00   28.07    0.698633D+02   -0.471679D+02    0.126067D+04
  17a    0.00    0.00   28.07    0.648158D+02    0.148283D+03    0.124696D+04
  17a    0.00    0.00   28.07    0.698633D+02    0.132832D+03    0.126067D+04
  17a    0.00    0.00   28.07    0.349134D+02    0.767175D+02    0.131133D+04
  17a    0.00    0.00   28.07    0.349134D+02    0.103283D+03    0.128284D+04
  17a    0.00    0.00   28.07    0.824439D+02    0.823774D+02    0.122691D+04
  17a    0.00    0.00   28.07    0.747523D+02    0.690948D+02    0.126229D+04
  17a    0.00    0.00   28.07    0.824439D+02    0.976226D+02    0.127411D+04
  17a    0.00    0.00   28.07    0.747523D+02    0.110905D+03    0.126961D+04
  17a    0.00    0.00   28.07    0.464867D+02    0.616600D+02    0.127897D+04
  17a    0.00    0.00   28.07    0.615913D+02    0.610668D+02    0.126827D+04
  17a    0.00    0.00   28.07    0.464867D+02    0.118340D+03    0.122923D+04
  17a    0.00    0.00   28.07    0.615913D+02    0.118933D+03    0.122592D+04
  17a    0.00    0.00   28.07    0.349134D+02   -0.103283D+03    0.131133D+04
  17a    0.00    0.00   28.07    0.349134D+02   -0.767175D+02    0.128284D+04
  17a    0.00    0.00   28.07    0.824439D+02   -0.976226D+02    0.122691D+04
  17a    0.00    0.00   28.07    0.747523D+02   -0.110905D+03    0.126229D+04
  17a    0.00    0.00   28.07    0.824439D+02   -0.823774D+02    0.127411D+04
  17a    0.00    0.00   28.07    0.747523D+02   -0.690948D+02    0.126961D+04
  17a    0.00    0.00   28.07    0.464867D+02   -0.118340D+03    0.127897D+04
  17a    0.00    0.00   28.07    0.615913D+02   -0.118933D+03    0.126827D+04
  17a    0.00    0.00   28.07    0.464867D+02   -0.616600D+02    0.122923D+04
  17a    0.00    0.00   28.07    0.615913D+02   -0.610668D+02    0.122592D+04
  17a    0.00    0.00   28.07    0.317175D+02    0.000000D+00    0.128445D+04
  17a    0.00    0.00   28.07    0.317175D+02    0.180000D+03    0.128445D+04
  17a    0.00    0.00   28.07    0.900000D+02    0.317175D+02    0.128825D+04
  17a    0.00    0.00   28.07    0.900000D+02   -0.317175D+02    0.116415D+04
  17a    0.00    0.00   28.07    0.582825D+02    0.900000D+02    0.121917D+04
  17a    0.00    0.00   28.07    0.582825D+02   -0.900000D+02    0.121917D+04
  17a    0.00    0.00   28.07    0.209052D+02    0.900000D+02    0.130626D+04
  17a    0.00    0.00   28.07    0.209052D+02   -0.900000D+02    0.130626D+04
  17a    0.00    0.00   28.07    0.690948D+02    0.000000D+00    0.125104D+04
  17a    0.00    0.00   28.07    0.690948D+02    0.180000D+03    0.125111D+04
  17a    0.00    0.00   28.07    0.900000D+02    0.690948D+02    0.116655D+04
  17a    0.00    0.00   28.07    0.900000D+02   -0.690948D+02    0.121846D+04
  17a    0.00    0.00   28.07    0.547356D+02    0.450000D+02    0.113060D+04
  17a    0.00    0.00   28.07    0.547356D+02   -0.135000D+03    0.113060D+04
  17a    0.00    0.00   28.07    0.547356D+02   -0.450000D+02    0.113060D+04
  17a    0.00    0.00   28.07    0.547356D+02    0.135000D+03    0.113060D+04
  17a    0.00    0.00   28.07    0.100000D-05    0.000000D+00    0.137056D+04
  17a    0.00    0.00   28.07    0.900000D+02    0.000000D+00    0.106792D+04
  17a    0.00    0.00   28.07    0.900000D+02    0.900000D+02    0.105940D+04
  17a    0.00    0.00   28.07    0.360000D+02    0.582825D+02    0.133335D+04
  17a    0.00    0.00   28.07    0.360000D+02   -0.121717D+03    0.133335D+04
  17a    0.00    0.00   28.07    0.360000D+02   -0.582825D+02    0.125111D+04
  17a    0.00    0.00   28.07    0.360000D+02    0.121717D+03    0.125111D+04
  17a    0.00    0.00   28.07    0.600000D+02    0.209052D+02    0.126103D+04
  17a    0.00    0.00   28.07    0.600000D+02   -0.159095D+03    0.126103D+04
  17a    0.00    0.00   28.07    0.600000D+02   -0.209052D+02    0.132969D+04
  17a    0.00    0.00   28.07    0.600000D+02    0.159095D+03    0.132969D+04
  17a    0.00    0.00   28.07    0.720000D+02    0.582825D+02    0.125878D+04
  17a    0.00    0.00   28.07    0.720000D+02   -0.121717D+03    0.125878D+04
  17a    0.00    0.00   28.07    0.720000D+02   -0.582825D+02    0.139321D+04
  17a    0.00    0.00   28.07    0.720000D+02    0.121717D+03    0.139321D+04
  17b   45.00   86.63   45.00    0.107173D+02    0.450000D+02    0.110400D+04
  17b   45.00   86.63   45.00    0.256722D+02    0.526226D+02    0.118596D+04
  17b   45.00   86.63   45.00    0.107173D+02   -0.450000D+02    0.123837D+04
  17b   45.00   86.63   45.00    0.256722D+02   -0.526226D+02    0.120742D+04
  17b   45.00   86.63   45.00    0.561496D+02    0.911025D+01    0.105377D+04
  17b   45.00   86.63   45.00    0.561496D+02   -0.911025D+01    0.101227D+04
  17b   45.00   86.63   45.00    0.396648D+02    0.418103D+02    0.113158D+04
  17b   45.00   86.63   45.00    0.503352D+02    0.265651D+02    0.117886D+04
  17b   45.00   86.63   45.00    0.396648D+02   -0.418103D+02    0.106327D+04
  17b   45.00   86.63   45.00    0.503352D+02   -0.265651D+02    0.924120D+03
  17b   45.00   86.63   45.00    0.107173D+02   -0.135000D+03    0.122508D+04
  17b   45.00   86.63   45.00    0.256722D+02   -0.127377D+03    0.120777D+04
  17b   45.00   86.63   45.00    0.107173D+02    0.135000D+03    0.123837D+04
  17b   45.00   86.63   45.00    0.256722D+02    0.127377D+03    0.118709D+04
  17b   45.00   86.63   45.00    0.561496D+02   -0.170890D+03    0.107945D+04
  17b   45.00   86.63   45.00    0.561496D+02    0.170890D+03    0.107952D+04
  17b   45.00   86.63   45.00    0.396648D+02   -0.138190D+03    0.122691D+04
  17b   45.00   86.63   45.00    0.503352D+02   -0.153435D+03    0.118350D+04
  17b   45.00   86.63   45.00    0.396648D+02    0.138190D+03    0.112609D+04
  17b   45.00   86.63   45.00    0.503352D+02    0.153435D+03    0.938049D+03
  17b   45.00   86.63   45.00    0.824439D+02    0.762263D+01    0.100369D+04
  17b   45.00   86.63   45.00    0.698633D+02    0.162670D+02    0.110914D+04
  17b   45.00   86.63   45.00    0.824439D+02   -0.172377D+03    0.103126D+04
  17b   45.00   86.63   45.00    0.698633D+02   -0.163733D+03    0.107291D+04
  17b   45.00   86.63   45.00    0.824439D+02    0.558123D+02    0.125076D+04
  17b   45.00   86.63   45.00    0.824439D+02   -0.124188D+03    0.123183D+04
  17b   45.00   86.63   45.00    0.648158D+02    0.317175D+02    0.117822D+04
  17b   45.00   86.63   45.00    0.698633D+02    0.471679D+02    0.122198D+04
  17b   45.00   86.63   45.00    0.648158D+02   -0.148283D+03    0.117696D+04
  17b   45.00   86.63   45.00    0.698633D+02   -0.132832D+03    0.118434D+04
  17b   45.00   86.63   45.00    0.824439D+02   -0.762263D+01    0.885779D+03
  17b   45.00   86.63   45.00    0.698633D+02   -0.162670D+02    0.970551D+03
  17b   45.00   86.63   45.00    0.824439D+02    0.172377D+03    0.882894D+03
  17b   45.00   86.63   45.00    0.698633D+02    0.163733D+03    0.933335D+03
  17b   45.00   86.63   45.00    0.824439D+02   -0.558123D+02    0.682819D+03
  17b   45.00   86.63   45.00    0.824439D+02    0.124188D+03    0.676557D+03
  17b   45.00   86.63   45.00    0.648158D+02   -0.317175D+02    0.772163D+03
  17b   45.00   86.63   45.00    0.698633D+02   -0.471679D+02    0.761189D+03
  17b   45.00   86.63   45.00    0.648158D+02    0.148283D+03    0.821690D+03
  17b   45.00   86.63   45.00    0.698633D+02    0.132832D+03    0.692949D+03
  17b   45.00   86.63   45.00    0.349134D+02    0.767175D+02    0.116127D+04
  17b   45.00   86.63   45.00    0.349134D+02    0.103283D+03    0.110562D+04
  17b   45.00   86.63   45.00    0.824439D+02    0.823774D+02    0.100369D+04
  17b   45.00   86.63   45.00    0.747523D+02    0.690948D+02    0.117794D+04
  17b   45.00   86.63   45.00    0.824439D+02    0.976226D+02    0.885779D+03
  17b   45.00   86.63   45.00    0.747523D+02    0.110905D+03    0.768575D+03
  17b   45.00   86.63   45.00    0.464867D+02    0.616600D+02    0.118603D+04
  17b   45.00   86.63   45.00    0.615913D+02    0.610668D+02    0.114565D+04
  17b   45.00   86.63   45.00    0.464867D+02    0.118340D+03    0.938260D+03
  17b   45.00   86.63   45.00    0.615913D+02    0.118933D+03    0.809379D+03
  17b   45.00   86.63   45.00    0.349134D+02   -0.103283D+03    0.115993D+04
  17b   45.00   86.63   45.00    0.349134D+02   -0.767175D+02    0.105497D+04
  17b   45.00   86.63   45.00    0.824439D+02   -0.976226D+02    0.103126D+04
  17b   45.00   86.63   45.00    0.747523D+02   -0.110905D+03    0.112624D+04
  17b   45.00   86.63   45.00    0.824439D+02   -0.823774D+02    0.882894D+03
  17b   45.00   86.63   45.00    0.747523D+02   -0.690948D+02    0.830906D+03
  17b   45.00   86.63   45.00    0.464867D+02   -0.118340D+03    0.116739D+04
  17b   45.00   86.63   45.00    0.615913D+02   -0.118933D+03    0.119117D+04
  17b   45.00   86.63   45.00    0.464867D+02   -0.616600D+02    0.998058D+03
  17b   45.00   86.63   45.00    0.615913D+02   -0.610668D+02    0.863830D+03
  17b   45.00   86.63   45.00    0.317175D+02    0.000000D+00    0.115832D+04
  17b   45.00   86.63   45.00    0.317175D+02    0.180000D+03    0.118181D+04
  17b   45.00   86.63   45.00    0.900000D+02    0.317175D+02    0.120003D+04
  17b   45.00   86.63   45.00    0.900000D+02   -0.317175D+02    0.704909D+03
  17b   45.00   86.63   45.00    0.582825D+02    0.900000D+02    0.100390D+04
  17b   45.00   86.63   45.00    0.582825D+02   -0.900000D+02    0.102739D+04
  17b   45.00   86.63   45.00    0.209052D+02    0.900000D+02    0.113827D+04
  17b   45.00   86.63   45.00    0.209052D+02   -0.900000D+02    0.114804D+04
  17b   45.00   86.63   45.00    0.690948D+02    0.000000D+00    0.948179D+03
  17b   45.00   86.63   45.00    0.690948D+02    0.180000D+03    0.103246D+04
  17b   45.00   86.63   45.00    0.900000D+02    0.690948D+02    0.118751D+04
  17b   45.00   86.63   45.00    0.900000D+02   -0.690948D+02    0.878111D+03
  17b   45.00   86.63   45.00    0.547356D+02    0.450000D+02    0.116268D+04
  17b   45.00   86.63   45.00    0.547356D+02   -0.135000D+03    0.118153D+04
  17b   45.00   86.63   45.00    0.547356D+02   -0.450000D+02    0.913778D+03
  17b   45.00   86.63   45.00    0.547356D+02    0.135000D+03    0.913778D+03
  17b   45.00   86.63   45.00    0.100000D-05    0.000000D+00    0.105511D+04
  17b   45.00   86.63   45.00    0.900000D+02    0.000000D+00    0.886060D+03
  17b   45.00   86.63   45.00    0.900000D+02    0.900000D+02    0.886060D+03
  17b   45.00   86.63   45.00    0.360000D+02    0.582825D+02    0.122219D+04
  17b   45.00   86.63   45.00    0.360000D+02   -0.121717D+03    0.122473D+04
  17b   45.00   86.63   45.00    0.360000D+02   -0.582825D+02    0.107910D+04
  17b   45.00   86.63   45.00    0.360000D+02    0.121717D+03    0.103992D+04
  17b   45.00   86.63   45.00    0.600000D+02    0.209052D+02    0.114734D+04
  17b   45.00   86.63   45.00    0.600000D+02   -0.159095D+03    0.113869D+04
  17b   45.00   86.63   45.00    0.600000D+02   -0.209052D+02    0.107678D+04
  17b   45.00   86.63   45.00    0.600000D+02    0.159095D+03    0.103070D+04
  17b   45.00   86.63   45.00    0.720000D+02    0.582825D+02    0.118878D+04
  17b   45.00   86.63   45.00    0.720000D+02   -0.121717D+03    0.114537D+04
  17b   45.00   86.63   45.00    0.720000D+02   -0.582825D+02    0.800022D+03
  17b   45.00   86.63   45.00    0.720000D+02    0.121717D+03    0.822675D+03
  19a   80.54   18.68   80.54    0.107173D+02    0.450000D+02    0.100910D+04
  19a   80.54   18.68   80.54    0.256722D+02    0.526226D+02    0.877337D+03
  19a   80.54   18.68   80.54    0.107173D+02   -0.450000D+02    0.113264D+04
  19a   80.54   18.68   80.54    0.256722D+02   -0.526226D+02    0.121030D+04
  19a   80.54   18.68   80.54    0.561496D+02    0.911025D+01    0.107586D+04
  19a   80.54   18.68   80.54    0.561496D+02   -0.911025D+01    0.121657D+04
  19a   80.54   18.68   80.54    0.396648D+02    0.418103D+02    0.889156D+03
  19a   80.54   18.68   80.54    0.503352D+02    0.265651D+02    0.103591D+04
  19a   80.54   18.68   80.54    0.396648D+02   -0.418103D+02    0.116830D+04
  19a   80.54   18.68   80.54    0.503352D+02   -0.265651D+02    0.115332D+04
  19a   80.54   18.68   80.54    0.107173D+02   -0.135000D+03    0.108536D+04
  19a   80.54   18.68   80.54    0.256722D+02   -0.127377D+03    0.115452D+04
  19a   80.54   18.68   80.54    0.107173D+02    0.135000D+03    0.933195D+03
  19a   80.54   18.68   80.54    0.256722D+02    0.127377D+03    0.878533D+03
  19a   80.54   18.68   80.54    0.561496D+02   -0.170890D+03    0.126820D+04
  19a   80.54   18.68   80.54    0.561496D+02    0.170890D+03    0.110070D+04
