cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc 
c     Calculated grain boundary energies of bcc Fe for 
c     mechanically selected 66,339 grain boundaries
c
c  Misorientation : three Euler angles (phi1, phi, phi2)
c  Inclination    : polar and azimuth angles
c  GBE            : Gran boundary energy (mJ/m2)
cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc
c
  ph1  ph  ph2     polar           azimuth          GBE
   0   0  30   -0.169283e+03   -0.450000e+02    0.133269e+04
   0   0  30    0.256720e+02   -0.526230e+02    0.122329e+04
   0   0  30    0.561500e+02    0.911000e+01    0.129273e+04
   0   0  30   -0.123850e+03   -0.911000e+01    0.127901e+04
   0   0  30    0.396650e+02    0.418100e+02    0.128358e+04
   0   0  30   -0.129665e+03    0.265650e+02    0.125108e+04
   0   0  30   -0.140335e+03   -0.418100e+02    0.133951e+04
   0   0  30    0.503350e+02   -0.265650e+02    0.130117e+04
   0   0  30   -0.107170e+02    0.450000e+02    0.133269e+04
   0   0  30    0.154328e+03    0.526230e+02    0.122252e+04
   0   0  30    0.169283e+03   -0.450000e+02    0.133269e+04
   0   0  30   -0.256720e+02   -0.526230e+02    0.122329e+04
   0   0  30   -0.561500e+02    0.911000e+01    0.129273e+04
   0   0  30    0.123850e+03   -0.911000e+01    0.127901e+04
   0   0  30   -0.396650e+02    0.418100e+02    0.128358e+04
   0   0  30    0.129665e+03    0.265650e+02    0.125108e+04
   0   0  30    0.140335e+03   -0.418100e+02    0.133951e+04
   0   0  30   -0.503350e+02   -0.265650e+02    0.130117e+04
   0   0  30    0.824440e+02    0.762300e+01    0.133473e+04
   0   0  30   -0.110137e+03    0.162670e+02    0.125805e+04
   0   0  30   -0.824440e+02    0.762300e+01    0.133473e+04
   0   0  30    0.110137e+03    0.162670e+02    0.125805e+04
   0   0  30    0.824440e+02    0.558120e+02    0.126044e+04
   0   0  30   -0.824440e+02    0.558120e+02    0.126044e+04
   0   0  30    0.648160e+02    0.317170e+02    0.134985e+04
   0   0  30   -0.110137e+03    0.471680e+02    0.125720e+04
   0   0  30   -0.648160e+02    0.317170e+02    0.134985e+04
   0   0  30    0.110137e+03    0.471680e+02    0.125720e+04
   0   0  30   -0.975560e+02   -0.762300e+01    0.126586e+04
   0   0  30    0.698630e+02   -0.162670e+02    0.126705e+04
   0   0  30    0.975560e+02   -0.762300e+01    0.126586e+04
   0   0  30   -0.698630e+02   -0.162670e+02    0.126705e+04
   0   0  30   -0.975560e+02   -0.558120e+02    0.129632e+04
   0   0  30    0.975560e+02   -0.558120e+02    0.129632e+04
   0   0  30   -0.115184e+03   -0.317170e+02    0.129632e+04
   0   0  30    0.698630e+02   -0.471680e+02    0.124250e+04
   0   0  30    0.115184e+03   -0.317170e+02    0.128197e+04
   0   0  30   -0.698630e+02   -0.471680e+02    0.124250e+04
   0   0  30    0.349130e+02    0.767170e+02    0.134486e+04
