"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",0.251074707263832,-0.238055629972131,0.0395791408209234,-0.0446044629952303,-0.013170177797692,0.0405449202284581,-0.0679830962299253,0.0712443821648998,0.030287825384894,-0.030644467711857,-0.00804860877811772,-0.00485289506557656,0.0383003064605223,0.0368406629853451,0.0164843648362869,-0.024394476975112,0.0189292559530926,0.0457803120323477,-0.0427450931443743,0.00817829927545814,-0.0307407407132179,-0.0119090525060792,0.0213588950835908,0.0268276768986427,0.0187213047716911,-0.0163573822529617,0.00615165462700349,0.0118974983874264,0.0230172848112695,0.013649103302267,-0.00211518342250138,0.000177968236276854,0.00396340726835406,0.000334921419033879,-0.000551994353621917,-0.0237045513264091,0.0127761455244899,-0.00353260807587566,-0.00673238003913416,0.00416192924084799,-0.0141184283650569,-0.00853820124410155,0.00472387078817728,0.0118864847566373,-0.00306827480908656,-0.0080056501740764,-0.00156599021859181,0.0123070230937184,0.0137727459440924,-0.00791892723603984,-0.0166560008226511,0.0073604062496651,-0.0187275752978145,0.00413524509494351,-0.00352033676708071,-0.00265794534370991,0.00388823332571362,-0.0126721558975485,-0.024869350707977,0.00897704590576726,0.0220408728660106,-0.00178276782659368,0.00440874434135271,0.00597570101463713,-0.0111096302635524,0.00836636125452909,-0.00476014681186828,-0.00294745761114839,0.00434491226276139,-0.0055093246939473,0.00496181387545759,-0.00824422494363277,0.00274921966460621,0.00945471060166875,-0.00337688063485329,0.00313502047455384,-0.009280076530816,0.0109718461891064,0.00765713655090602,-0.00419473887870911,0.00560332539363827,-0.00331413443844035,-0.00439042885550494,-0.0114505517814514,0.00569465279045369,0.00201404928024045,-0.00578693521319177,0.0068396317722689,0.00713366580613864,-0.000502601426708568,0.00517739499537653,-0.00389785660410735,0.00304907837205997,0.0081698693489461,-0.0135963219090616,0.0164732302219971,-0.00794269861950277,0.0100633289207775,0.00341775376410457,-0.000441495195443444
"2",0.484823783354027,0.106373243415885,-0.0139392351328573,0.142727217365269,-0.0721128279870163,-0.078717333091801,0.0709498049004259,0.0321745052383146,-0.0205707027425459,-0.00425456221714118,0.0130294982956444,-0.0489466483475014,-0.00995614788806738,-0.0160725672856295,-0.042261257399052,0.00720376048772655,0.00724020546178364,-0.00848146626492253,0.0191180584908107,-0.0046769173612787,-0.0216059241201063,-0.00634445412682097,-0.000107842733887832,-0.0103497578065301,0.000324401366103465,-0.00243153077174162,-0.0106120262052538,0.00970735826615084,0.000352208769010186,0.0221937212540349,0.0080673065891197,-0.0127422087504845,-0.0121437610889469,0.0043719971087258,-0.00844304961174661,0.0150605971084058,0.0149950713788083,0.00310181469876863,-0.0116709150257735,-0.00613861518467479,0.00939055974254406,-0.000405752894117446,0.00610145245880457,-0.00992262979117733,-0.00110659241195734,-0.01070403104908,0.00575328599856568,0.0020970319217771,0.00238430283645868,0.0136165660599379,-0.00811046845001129,-0.00405931589187608,0.00699673556821524,-0.0139506238386197,0.00296296518394473,-0.00180122124924257,0.00357686629133408,-0.00347732024415882,-0.00562043847174564,0.000459325211989881,-0.00231280880820163,0.00593830973360352,0.0036991044551093,-0.00794860793007196,-0.00259828931512909,0.00734492115993407,0.00578729680286072,-0.00180654068023143,-0.00361881580766289,-0.00147392714074678,0.000146798368461437,-0.0030019260087542,-0.00264833021545118,0.0109562540685271,-0.000448032962477143,0.00574477516059635,0.00661364847322218,-0.00475867723352573,0.00144084570718055,0.0049844628526405,0.00561056420202188,-0.000780568048751329,-0.0024731028148718,-0.00550555796244805,0.00350862589492795,-0.00523385763332324,-0.00290812969924366,-0.000776938171262198,-0.00773358195361653,-0.00344454553005791,-0.00258307235055536,-0.000456584887260952,0.00432414243897186,0.00329326812031524,0.000189458131541181,-0.00590966039264555,-0.00309589504300657,0.00286518293612045,0.0027663421885891,0.00199303219745714
"3",-0.421404664657715,-0.0965772542868412,-0.2038409944747,0.181267470168775,0.0594953655612927,-0.013649228098423,-0.0599473248299182,0.0659235209280349,0.00300210529733121,0.0399349711925028,-0.0206073428920127,0.0313547435797316,0.0301133949576948,0.0400664384472388,0.019782062778994,0.0624186044644545,0.0360705198607993,-0.0808832433955254,0.0434412325028138,-0.0208340530366714,-0.0227787910958096,0.00164145472288951,0.0237329990183274,-0.0106025800201594,0.0113511118633638,0.0243595354229381,0.0420422957915649,-0.0119402732805455,0.0415579770833465,-0.0140424180297656,-0.0143999674132296,-0.0157598107027892,-0.0174213819419753,-0.00629004743340557,-0.02220505286585,-0.0182447350112493,-0.00815716053939176,-0.0106229453035755,0.0165437465709581,0.00122183900911961,-0.00196506388548345,-0.0197066435746114,0.0113674243023574,-0.0275845050942257,0.00858382372685632,-0.0176828620724345,0.0135143034078946,-0.0123902094258935,0.0117052630273058,0.0213460476154277,-0.0221174074934764,-0.0122839140566388,0.0147054781767874,-0.0202685655227393,-0.00786332822569755,-0.0243955681711802,-0.0260097818585891,-0.0147877224660034,-0.00353361645945169,0.0184229202560869,-0.00966361648064733,0.0212620948165833,0.0162838135540457,-0.0189017624738717,-0.00352638439499413,0.0241121954935812,0.00409390914193578,0.00804225454041953,-0.0136523001210755,0.0213666440606102,0.0192214336789231,-0.00911824510334135,-0.0127988329183696,0.0166653095285829,0.0139629445746572,-0.00253511534056604,0.0330852545100458,0.0180131909202392,0.0059150205316012,6.9048492955391e-05,0.0133140179778927,0.0124423053750644,0.00583812295503858,-0.00831507594016798,0.0139110912285808,0.0235662901533602,0.000726970470464747,-0.0138436320178393,0.0166539130070336,-0.00434368410090691,-0.00538398661150827,-0.0027130707243993,0.00793169858169943,-0.00517137821244655,0.0180067353531267,0.0217730536206882,-0.00930676625673781,-0.00127870146406791,-0.0184846782513328,0.0285421627524518
"4",-0.100432750697857,-0.229487744889938,-0.234718874258502,0.00459338060774231,-0.0288896477072013,-0.0597970581571339,0.0314754701862309,-0.0560200718951122,-0.0349966400774555,0.0102934256835629,0.0414914926571241,-0.0185800349647399,0.0194122219156654,-0.0698182781494985,-0.00162853035721522,-0.0160543574380642,0.0206737895996042,-0.0194200527168892,-0.0474253129487425,0.0225088046574996,-0.00788267403517411,-0.000160372397160702,0.0193553987368775,0.0543678348833891,0.0298084319107354,0.00684215719348159,0.0285194028694436,0.0326733670862199,0.0352455884628316,0.0258987464379885,-0.00395199310380784,0.0223722548926089,0.0120442420590033,-0.00366875777371495,0.00547602458288626,0.0152727497573123,-0.0214453345564789,0.0189224074357987,-0.00783009726603092,0.0107182961517739,0.0105763434766047,0.0344342733508934,0.0102390150147447,-0.0216347031467239,-0.0217965571580873,0.00448586126351979,0.0161969387222423,0.00828743127181002,-0.00504455066920819,-0.000466800231588716,0.00894539580393497,0.0206575136459728,-0.0167011800454152,-0.0172474110109784,-0.0059388261620325,-0.00275562631423143,-0.0117654943142775,0.0180327403930471,0.0254987257000092,0.00666570513632222,-0.0123589184688195,-0.0286466902345588,0.0166964348994892,0.00175472439032491,0.0164645479021602,0.00420109380202228,-0.000923578462431703,-0.00362929698911378,0.0110676774388009,0.0153501998606097,-0.00224931313480788,0.00874016945357631,0.0193733340131168,-0.0261824311877195,0.0290834342579478,-0.00192406644245521,-0.00255095479165874,-0.0103223752439466,-0.0183298501741341,-0.00294252080640755,0.0190882088888839,0.00199339057662488,-0.0032995272259473,-0.0256936243122435,0.00980057583940216,0.00531320764933187,0.00339455480808731,0.00490751001157446,0.0103670281562752,-0.0100586736284504,-0.00482615997788931,-0.0217659951190168,0.00762969880639164,-0.0150514293965189,0.0122067683577829,-0.00345213978168898,-0.0033962543379492,0.00627318882388094,0.0145923865294214,-0.00774828895769825
"5",-0.151838917512685,0.206131441475696,-0.0539491962848601,-0.28568752111393,0.143292820833175,-0.123876855069103,0.0346266247194447,0.0387798522987615,0.0213673302654474,0.0148432230697109,-0.0171007586671028,0.00949723460851608,-0.00539185402006015,0.0087102115154822,0.00300980015294692,-0.0337174191993837,-0.0193431008536041,0.012781477638992,-0.00999084948570012,-0.0202232204044549,0.0637607445130527,0.00739493486311926,0.0195552840542663,0.00103684233442533,0.0191060730662373,0.0602028756304885,0.00820350521267522,-0.0311780630763158,0.0292795228799253,-0.00884280654063225,-0.0310955623287424,0.00881206395110125,-0.0250927974216716,-0.0189516463691986,0.00673679151395194,0.00520028137538416,-0.024581917470207,0.0109608981894874,0.0014036107674286,0.000732208493734257,0.00441961897963068,-0.00482118425006835,-0.0057603171999004,-0.0182623043227998,-0.0255529731277905,-0.0203926540564901,0.0027317987325725,0.0076077384748342,0.00366771028950023,0.000652187551250736,-0.00963005334766977,-0.0317515773424646,-0.00624469747167321,-0.0293061496905811,-0.0119786229181478,0.0109979381820588,-0.015606635485774,0.00801365615082076,-0.0253091800854224,-0.0361886429151896,-0.0146199759757016,-0.00810641896306993,0.00668557041985197,-0.0170008034215684,-0.00286137621637714,0.0267369691443456,-0.00191206316043643,-0.00747094927081911,0.0150661067348807,0.035084810845939,-0.0177330909320376,0.00727483523174276,-0.00933857448214264,9.98639155845068e-05,-0.0172062700940701,0.0120245113477764,-0.0248630125249209,0.00740849912763601,0.00533627392762516,-0.0147384026529794,0.00686904653638079,-0.00164447007154612,-0.015791950340569,0.00139984529886495,0.00571067000899567,-0.0247820953588741,-0.00182801749606629,0.0183756226004745,-0.0191357204181751,-0.00444985924452194,-0.00646552717502507,0.0111472947851835,-0.00395350436813081,0.00901199095886946,-0.00491626617569792,0.000682067545808654,-0.0156258284873881,-0.00992242532998588,0.00463338361358766,0.0120095520984863
"6",0.124565682440556,-0.276935563296175,0.122294644832876,-0.0593925636101886,-0.0176087898614707,0.029109860649803,-0.0701696244605454,0.0561972524362486,-0.00313500115596257,-0.0566651567492133,0.00146955228475677,-0.0347151076202744,0.0156775074476245,-0.0189461003662936,-0.0252704471861288,0.00793435561977919,0.0411378932338699,-0.0103576572978603,-0.0284673227041794,-0.0264336210714753,-0.0299296294474892,-0.000881030276149257,0.0213190740452054,0.0392745066149486,0.0229515744372383,-0.0265038714638211,-0.0197355852186672,-0.0119727482953875,-0.0263283255998037,0.00305893551670091,-0.00299844577984596,-0.0157737680011925,0.00805509293215026,-0.0346292702006889,0.00878547922917452,-0.0137273776138999,0.0155554123263898,-0.00829395702622936,0.0132989788824511,0.00565097822642439,0.00201745591880757,-0.0138826762663866,0.00811194393735083,-0.00942324122639243,0.0113605797653683,0.0242638808936149,0.00629960267213066,-0.00641899097777686,-0.00578650927210345,-0.00141076227711624,-0.00638767138419244,0.014210127110458,0.00806097165081695,-0.00676925471210196,-0.0062952700696756,-0.0233761333136045,0.011235461399997,-0.00387450010235632,0.0201798620566614,-0.00375798753494018,-0.00114914851572683,0.00152713629666903,-0.0102527377411611,-0.00876815735299087,0.0118428595656937,-0.00889072013559165,0.00181611769303532,-0.00437895254401719,0.00264113843647578,0.0056791893495662,0.00702643323036095,-0.00184884815126108,0.00240674549930697,0.0104948766459918,0.0107484726721161,0.00609824953678869,0.0010760320613138,-0.0186127658220276,-0.00533013590750183,0.00645531939413605,-0.000169699322840243,0.00653882480309198,0.00609488080764105,0.0130626703097187,-0.00115767332530332,-0.00405613353178985,0.00274183048444703,-0.010224405513592,0.0054592600588229,-0.0131017455182444,-0.00235013107682783,0.0106428911487221,-0.0034955963300538,0.000127530156611282,0.00648765266900721,-0.00251314575868896,0.00454024633435833,-0.00293683317353129,0.00459854956817681,-0.00238959882953187
"7",0.351317830419167,-0.183851699511314,-0.0119828718875789,-0.0165097480998675,0.0166275752066116,0.0739407972463241,-0.0192508262364502,0.0716485284180322,0.0240024609483589,-0.0102409437291324,0.00479207463236166,-0.00121933591572312,0.00667608340290038,0.0385466712469369,0.0377340744339377,-0.0287450779832399,0.0191758702743288,0.0273726968661878,-0.0186376147343579,0.0451124916411853,0.00185356915594189,-0.019013574793293,-0.00802055647611497,0.0188803805901859,-0.00598312631658145,0.0242542609458286,0.0423641189108622,-0.00670615805415906,-0.0107437916100753,0.0179234396734352,0.0210733796505978,-0.00172351800083242,0.00335497959709903,0.0159954286969874,0.00124212799700037,-0.0126755300656371,0.0135810673513715,0.00607934250509554,0.00210141364187175,-0.0257317767825846,0.00703754797329129,0.00668296452807021,-0.0123750186697898,0.00539554360651599,-0.00571156486831665,0.00140761978727033,0.0243048123137496,0.000109203539258924,-0.0120991703227306,0.0133305296753816,0.0134807774138132,-0.0132137798729288,0.0052379573127273,0.0141065731834357,0.00813582317876711,-0.0109121273453059,-0.00267291389245186,-0.00762065818103802,-0.0072105273385756,-0.00863339802661228,-0.00337555292952612,0.00243185793853471,0.0137082195127574,-0.00818368021021309,0.00233090383509003,0.00168753704764733,-0.00613694007432947,-0.0051778846999711,0.00257216506159373,0.00628458441068853,-0.00631149454896385,0.00636921727397265,0.00507200468901739,-0.00395336250163041,-0.00280493574510154,-0.000825459381297755,0.00296170899956173,-0.00807397820306508,0.00639658816619784,0.003446553758182,0.000292097615535058,-0.00727929765885867,0.00277352211115502,0.00391019627297069,-0.00509933095567759,-0.00069100607041011,0.00131249295435753,2.37655391386321e-05,-0.000701668241660468,0.00837780819215048,-0.0171848897299098,-0.00213745999759983,-3.43481180078899e-05,-0.00974389915390367,0.00343572854934815,-0.00531436484363457,-0.00408778940453294,0.00133975169858516,-0.00516593237514064,-0.00932108268043719
"8",0.492929478145545,0.0364649211338679,-0.029274575230408,0.0993511446302595,-0.0154916401187886,-0.00565548414790555,0.087646063252134,0.0355858647712634,-0.0231761727225402,0.00172886513244783,0.0209551062694558,-0.0430261077019694,-0.0357580011800315,-0.0312734966144615,-0.0129044403866507,-0.00275120161534982,0.010226198060243,-0.0180288340987793,-0.012861898448095,-0.00504295265442268,0.0080979264494835,-0.00847132544531592,0.00305459457570462,-0.0085933450349284,0.00135271841468662,-0.00753173888287157,-0.0120947949568968,0.0107055174407359,0.00561454501854121,-4.03125012221683e-05,0.0105926272943846,0.00631279835563792,-0.000661913784942677,0.00396680337451324,-0.00090096494128264,0.00558863116792989,0.00319127670093685,-0.00351367867317617,0.00603958325772396,0.00191914868556033,0.00130571494608225,-0.00582485063655068,0.00340083807380661,-0.000119095059748161,0.00370523895436819,-0.00886322698519344,-0.00965363609468874,-0.00135984723037238,0.00236512315285668,0.00220836197163567,-0.00173625942608885,-0.000646051988871571,-0.000349901503528289,-0.000471803065345001,0.00141076641474345,0.00753736694220648,0.00132478418604485,-0.00253019419849774,-0.00660405735120689,0.00273988828960013,-0.00110697334341116,-0.00120654542542322,0.00176111064415504,0.00345263838932022,-0.000386578805544981,-0.00451013701969133,0.00181266496121245,0.00416585639517555,-0.000769625566782764,-0.000949691531230877,-0.00429886494007407,-0.00285300358841462,-0.00219977603119169,3.98973834446048e-06,-0.000365963603665656,-0.00410914312585789,-0.00239796898976244,-0.00356026056675237,0.000296937360327289,0.00650933383476205,0.00446905928209984,0.00326559146836328,-0.00357249479825405,0.00135254432484194,-0.00289035926991331,0.00276288145220065,-0.0011354220037261,0.00265202221998471,0.00711393308513805,0.000781526383745202,0.00269199597909614,-0.00298372966444853,-0.00217109213092223,-0.00554918035984364,0.00350619773783035,0.000543639164021959,-0.00660173802134212,0.000477254108589977,-0.00425303846291258,-0.000847107382661318
"9",0.115426221792566,-0.271423471778931,-0.0865850571110411,-0.0470103188278869,-0.0208320255160689,-0.0258588971722959,0.0187436241470304,-0.0137452134667757,-0.0173470002865115,-0.013609273566006,-0.0644916928179587,0.0288002647380219,-0.0180571800393899,0.00752631952865964,-0.0139898088702545,0.01600176132101,-0.0495100147763115,-0.0102427636963217,0.0510979277710036,-0.039005106492115,-0.00269338362419745,-0.00797027328536435,0.0266592544734374,0.02234059424166,0.0140068457880364,-0.0125647986020101,-0.0254423523663554,-0.0159824855411003,0.00594710090239046,-0.0440338714784252,0.00776994767888035,0.0127032032430967,-0.0232660290385727,-4.19170787978182e-05,-0.0132062170091411,0.0192297577684327,-0.0171704210577257,0.0039829673838274,-0.00760779205570738,-0.0246467556401814,-0.00225216403498663,-0.00364485030858474,-0.00938861002155257,0.0214359581337902,0.00124151414132833,0.0140826251764036,-0.0172687648929316,-0.0118001472861831,-0.0213725035493815,0.0030489827457946,0.0117265173536185,-0.0221445512407398,0.0136054946600707,-0.0147125095603569,0.00427420906907409,0.000929765268703766,-0.00492080962242599,-0.00800286500063,-0.017697720555378,-0.00272455173466815,-0.000761889277275114,0.0136150551253433,0.00383930930447727,-0.0230081394943632,0.0186739042550016,0.00667151383865365,-0.00416381300585498,-0.0134816331626165,0.0105366506903907,-0.0103032573222728,-0.0290033908810207,-0.0194652547563405,-0.00424055362584747,0.0033429839238127,-0.00609571022559594,-0.0213435046854197,-0.016106920357323,-0.0129029095618054,-0.0143628726864171,-0.00764256853126295,0.00954945628191355,-0.00514115383648263,-0.00826523716468955,-0.00610753091912397,-0.00583569731892335,0.013699101456754,-0.00196618821629888,-0.000804552346071805,-0.0095124423326094,0.0142276787227544,0.0051814942076989,0.00667769222383714,0.00279683864638166,0.0039564940990873,0.00440882481973963,-7.59093481065192e-05,0.00427545659086835,0.015625697329086,-0.00654507081862403,0.00553162836768337
"10",0.0579539657757906,0.227742606944968,0.0661204182890741,0.199430218297513,0.125746589947865,-0.0434903639833578,0.168975897496957,-0.0322935393911039,-0.0767600653908022,-0.0533381380177669,-0.00735918206534484,0.0317114569148814,0.0433377536512848,0.0537344051145719,0.0562494479403445,-0.049285530805983,-0.00614722824974174,0.0402204443985955,-0.0204569411485126,0.054656119558743,0.0101086438395777,0.0156613245986546,-0.00536738995785922,0.00710337583037173,0.0153861790463818,0.0126684366114542,0.0536117036580832,-0.019911453950796,-0.0443101920912845,0.0387482296336504,-0.0300859878410361,-0.0371746351720221,-0.0155997961897814,0.0528545622778647,-0.0364661378727665,0.024225519679354,-0.0417967587685857,0.0178326480966235,-0.0119900372338769,-0.0228288971969499,-0.00462750413290097,-0.0140352391823878,0.00491363254002577,0.0257195372177869,0.0110157060885416,-0.0182552842800699,-0.00631429090232654,0.0424846621072045,0.0525261697451576,-0.0426854568853109,-0.0127793416094486,-0.0100610420243154,-0.0111512445311238,-0.0130266673285654,-0.0154174498507402,0.00975565837110811,-0.0221314760170474,0.0361485670720513,0.0211570226545596,0.014736494913378,0.014314957880656,-0.002137629558248,0.0244108572192488,0.0428092456010998,-0.0336464647346218,-0.0183956297658486,0.0226766912284857,-0.00603979539979576,-0.0266690266069272,-0.035810305982514,0.0226771554549233,-0.0087650703117869,0.0165382929015133,-0.00651635932305121,0.0204724242677048,0.00622465950323474,0.0215886551531712,0.011402061654988,0.0274969757881131,-0.0262044937446515,2.29602483853508e-05,0.0263779410859105,0.00144365503163068,-0.00393941940123193,-0.0116185377600213,-0.020516695474238,-0.0152906166595325,0.0167489981043192,-0.00744077663411362,0.0172925744063412,-0.0100350829319362,-0.0173827945588345,-0.00261289429429778,-0.0237676574967387,0.0132280246332711,-0.00429959720883571,-0.00178832710387362,0.00487974625721653,-0.0129202497572944,0.0136014692644186
